payment_id,user_id,payment_date,amount,currency
P000615,U00762,16/08/2023,77.64,GBP
P000616,U00763,10/04/2024,75.82,USD
P000617,U00763,01/05/2024,79.0,USD
P000618,U00764,24/02/2024,28.37,EUR
P000619,U00766,2024-05-18,29.07,EUR
P000620,U00767,10/05/2023,27.93,USD
P000621,U00768,07-26-2023,0.0,INR
P000622,U00768,03/08/2023,0.0,INR
P000623,U00768,07-13-2023,0.0,INR
P000624,U00773,2023-08-29,80.68,USD
P000625,U00773,05-28-2023,82.62,USD
P000626,U00773,2023-06-21,82.83,USD
P000627,U00776,2024-01-24,27.76,GBP
P000628,U00776,29/02/2024,30.07$,GBP
P000629,U00776,04-29-2024,27.65,GBP
P000630,U00776,01-04-2024,29.53,GBP
P000631,U00779,2023-02-14,79.0,USD
P000632,U00779,14/03/2023,78.6,USD
P000633,U00779,04-04-2023,78.31,USD
P000634,U00782,2024-02-29,0.0,USD
P000635,U00784,10-15-2023,79.84,USD
P000636,U00788,09/03/2024,28.97,USD
P000637,U00788,19/05/2024,29.0,USD
P000638,U00791,09/08/2023,78.84,USD
P000639,U00794,02-06-2024,27.96,USD
P000640,U00794,03-18-2024,28.87,USD
P000641,U00794,15/01/2024,28.69,USD
P000642,U00796,08-30-2023,76.62,EUR
P000643,U00796,2023-10-12,79.65,EUR
P000644,U00797,21/03/2024,82.01,NGN
P000645,U00801,05-13-2024,80.21,USD
P000646,U00804,09-02-2023,76.02,USD
P000647,U00806,15/03/2024,29.21,USD
P000648,U00806,04-03-2024,28.07,USD
P000649,U00808,08-18-2023,28.02,USD
P000650,U00808,2023-11-03,29.75,USD
P000651,U00809,2023-06-04,82.52,USD
P000652,U00813,06-21-2024,76.42,GBP
P000653,U00815,11-27-2023,29.01,USD
P000654,U00815,09-28-2023,29.56,USD
P000655,U00815,2023-11-26,28.59,USD
P000656,U00815,2024-01-21,29.98,USD
P000657,U00815,27/09/2023,27.6,USD
P000658,U00815,22/12/2023,27.79,USD
P000659,U00816,2023-08-16,80.8,USD
P000660,U00818,11-23-2023,0.0,EUR
P000661,U00822,2023-09-10,0.0,USD
P000662,U00824,18/06/2023,75.98,USD
P000663,U00833,06-09-2023,29.64,USD
P000664,U00834,24/12/2023,82.36,USD
P000665,U00837,16/04/2023,81.19,USD
P000666,U00840,06-24-2024,27.96$,EUR
P000667,U00841,22/06/2024,27.6,USD
P000668,U00847,06-28-2024,29.48,USD
P000669,U00848,2023-10-25,76.86,INR
P000670,U00850,11/01/2024,29.76,USD
P000671,U00850,13/10/2023,30.13,USD
P000672,U00850,2023-10-04,28.78,USD
P000673,U00850,2024-04-17,28.99,USD
P000674,U00850,03-04-2024,29.63,USD
P000675,U00850,09-22-2023,28.75,USD
P000676,U00851,07-30-2023,28.31,USD
P000677,U00851,28/11/2023,29.41,USD
P000678,U00851,2024-03-29,29.0,USD
P000678,U00851,2024-03-29,29.0,USD
P000679,U00854,16/06/2024,29.78,GBP
P000680,U00854,20/04/2024,27.74,GBP
P000681,U00854,03/03/2024,28.38,GBP
P000682,U00854,24/03/2024,29.99,GBP
P000683,U00869,06-17-2023,-75.39,USD
P000684,U00870,2023-01-15,81.91,GBP
P000685,U00870,2023-04-09,75.72,GBP
P000686,U00874,08/01/2024,30.32,USD
P000687,U00877,15/06/2024,78.58,USD
P000687,U00877,15/06/2024,78.58,USD
P000688,U00879,01-26-2024,30.45,USD
P000689,U00880,2024-05-30,78.51,USD
P000690,U00880,02-26-2024,79.67,USD
P000691,U00880,02/06/2024,78.8,USD
P000692,U00880,03-09-2024,78.41,USD
P000693,U00880,2024-06-20,79.0,USD
P000694,U00883,01-27-2024,27.61,USD
P000695,U00889,01/02/2024,77.54,GBP
P000696,U00891,10/02/2024,29.26,USD
P000697,U00891,02-20-2024,28.7,USD
P000698,U00891,12-15-2023,29.43,USD
P000699,U00892,22/08/2023,30.18,USD
P000700,U00898,2024-06-21,29.49,USD
P000701,U00900,01-17-2023,28.03,USD
P000702,U00901,2023-04-28,81.53,USD
P000703,U00909,05-26-2024,80.46,USD
P000704,U00912,07-10-2023,30.34,USD
P000705,U00917,2024-04-14,77.1,USD
P000706,U00917,03-02-2024,82.53,USD
P000707,U00917,10/02/2024,79.56,USD
P000708,U00918,10-01-2023,29.12,USD
P000709,U00919,02-26-2024,75.72,USD
P000710,U00920,02-08-2024,81.51,USD
P000711,U00920,22/12/2023,79.47,USD
P000712,U00920,01-21-2024,82.5,USD
P000713,U00920,02-01-2024,75.45,USD
P000714,U00920,23/10/2023,77.09,USD
P000715,U00925,06-23-2024,28.58,USD
P000716,U00929,09-12-2023,29.97,EUR
P000717,U00931,13/07/2023,27.99,USD
P000718,U00931,06-22-2023,28.67,USD
P000719,U00932,2023-10-20,-79.37,USD
P000720,U00932,07-05-2023,79.27,USD
P000721,U00932,08/04/2023,82.0,USD
P000722,U00932,05-21-2023,82.88,USD
P000723,U00932,19/04/2023,78.41,USD
P000724,U00932,04-21-2023,76.74,USD
P000725,U00932,2023-06-28,77.88,USD
P000726,U00933,29/05/2024,28.17,USD
P000727,U00939,07/02/2024,76.36,USD
P000728,U00939,19/11/2023,76.19,USD
P000729,U00939,2023-12-19,75.3,USD
P000730,U00939,01-14-2024,79.53,USD
P000731,U00939,11-17-2023,82.13,USD
P000732,U00939,09-08-2023,80.58,USD
P000733,U00940,12/08/2023,0.0,USD
P000734,U00941,27/06/2024,0.0,USD
P000735,U00943,06-25-2024,78.18,EUR
P000736,U00946,2024-02-28,29.26,USD
P000737,U00951,26/02/2023,29.57,USD
P000738,U00956,01-01-2024,78.38,USD
P000739,U00956,12-24-2023,75.84,USD
P000740,U00956,12-17-2023,-78.04,USD
P000741,U00960,27/03/2024,30.22,USD
P000742,U00960,22/06/2024,30.05,USD
P000743,U00965,06-23-2023,30.06,USD
P000744,U00965,22/12/2023,27.63,USD
P000745,U00965,05/04/2023,28.11,USD
P000746,U00965,01/03/2023,28.25,USD
P000747,U00965,16/12/2023,28.66,USD
P000748,U00966,2024-04-07,28.52,USD
P000749,U00966,06-05-2024,29.0,USD
P000750,U00970,12/01/2024,78.43,INR
P000751,U00975,08/10/2023,27.82,NGN
P000752,U00976,15/04/2024,29.76,USD
P000753,U00978,09/07/2023,28.12,GBP
P000754,U00978,09/09/2023,30.25,GBP
P000755,U00978,2023-09-09,27.94,GBP
P000756,U00978,2023-10-17,29.9,GBP
P000757,U00978,29/12/2023,29.0,GBP
P000758,U00979,05-05-2024,78.45,USD
P000759,U00979,2024-04-17,78.69,USD
P000760,U00985,12/05/2024,30.1,USD
P000761,U00986,15/06/2023,77.46,USD
P000762,U00986,2023-12-21,76.2,USD
P000763,U00986,02/05/2023,82.51,USD
P000764,U00986,27/06/2023,81.13,USD
P000765,U00986,28/11/2023,82.48,USD
P000766,U00986,08-26-2023,82.17,USD
P000767,U00986,2023-06-30,80.15,USD
P000768,U00986,03-20-2023,76.56,USD
P000769,U00986,2023-05-13,81.53,USD
P000770,U00986,18/11/2023,79.34,USD
P000771,U00986,2023-06-12,81.58,USD
P000772,U00986,2024-03-28,79.0,USD
P000773,U00987,2024-01-14,28.51,USD
P000774,U00990,2024-05-17,78.53,NGN
P000775,U00992,22/05/2023,28.29,USD
P000776,U00993,11/05/2024,29.55,USD
P000777,U00994,25/07/2023,80.19,EUR
P000778,U00997,11-02-2023,81.4,USD
P000779,U01002,26/06/2024,80.6,USD
P000780,U01004,16/06/2024,81.86,USD
P000781,U01015,01-03-2024,79.0,EUR
P000782,U01016,2023-10-17,79.62,USD
P000783,U01016,2023-06-09,-81.5,USD
P000784,U01016,04/06/2023,75.55,USD
P000785,U01016,06-23-2023,75.41,USD
P000786,U01016,10-09-2023,81.91,USD
P000786,U01016,10-09-2023,81.91,USD
P000787,U01018,08-10-2023,78.08,USD
P000788,U01018,2023-07-27,82.14,USD
P000789,U01019,08-23-2023,29.83,INR
P000790,U01019,04-10-2024,27.95,INR
P000791,U01019,2023-12-05,29.96,INR
P000792,U01019,15/05/2024,-29.79,INR
P000793,U01019,14/10/2023,27.56,INR
P000794,U01019,2024-05-19,29.26,INR
P000795,U01019,28/04/2024,27.68,INR
P000796,U01019,15/01/2024,28.33,INR
P000797,U01019,2023-12-27,28.42,INR
P000798,U01026,12-21-2023,28.91,INR
P000799,U01026,01-03-2024,28.11,INR
P000800,U01028,01-29-2024,79.84,USD
P000801,U01029,05-21-2024,82.91,USD
P000802,U01029,24/05/2024,79.0,USD
P000803,U01030,12/12/2023,78.63,USD
P000804,U01030,2023-10-07,80.53,USD
P000805,U01030,28/10/2023,78.46,USD
P000806,U01030,2024-03-15,82.66,USD
P000807,U01034,2024-06-15,0.0,USD
P000808,U01035,2023-12-05,80.96,USD
P000809,U01035,12-27-2023,75.64,USD
P000810,U01035,12/11/2023,76.19,USD
P000811,U01035,23/08/2023,78.49,USD
P000812,U01035,09-30-2023,79.1,USD
P000813,U01035,15/01/2024,82.92,USD
P000814,U01036,23/05/2024,28.63,EUR
P000815,U01036,13/06/2024,27.92,EUR
P000816,U01037,12/04/2023,27.6,NGN
P000817,U01041,11-11-2023,28.36,USD
P000818,U01044,02-02-2023,27.81,USD
P000819,U01044,2023-03-22,28.02,USD
P000820,U01044,03-04-2023,30.43,USD
P000821,U01044,2024-01-04,30.25$,USD
P000822,U01044,2023-02-02,29.83,USD
P000823,U01045,28/07/2023,0.0,USD
P000824,U01046,07-07-2023,30.3,USD
P000825,U01046,19/06/2023,28.13,USD
P000826,U01046,16/09/2023,-28.46,USD
P000827,U01046,11-15-2023,29.58,USD
P000828,U01046,12/09/2023,29.83,USD
P000829,U01046,07/07/2023,29.9,USD
P000830,U01050,06-18-2023,30.32,USD
P000831,U01050,2023-05-12,30.33,USD
P000832,U01050,2023-07-26,28.14,USD
P000833,U01050,17/10/2023,29.78,USD
P000834,U01050,03/05/2023,28.0,USD
P000835,U01052,2024-03-31,28.82,USD
P000836,U01056,06-23-2024,0.0,USD
P000837,U01058,12-30-2023,0.0,GBP
P000838,U01063,24/02/2024,27.7,USD
P000839,U01063,2023-10-26,28.61,USD
P000840,U01063,29/02/2024,29.94,USD
P000841,U01063,04-03-2024,29.77,USD
P000841,U01063,04-03-2024,29.77,USD
P000842,U01064,14/02/2024,28.23,USD
P000843,U01064,02-03-2024,29.02,USD
P000844,U01064,21/11/2023,27.96,USD
P000845,U01070,12-18-2023,30.22,USD
P000846,U01070,2023-08-16,30.44,USD
P000847,U01075,09-30-2023,75.67,USD
P000848,U01079,04/06/2024,29.39,USD
P000849,U01079,03-19-2024,30.32,USD
P000850,U01079,17/04/2024,30.0,USD
P000851,U01081,2023-03-09,30.2,EUR
P000852,U01081,2023-03-05,30.4,EUR
P000853,U01081,05-02-2023,-29.79,EUR
P000854,U01082,28/01/2024,28.17,USD
P000855,U01082,2023-08-23,27.76,USD
P000856,U01086,2023-01-19,0.0,USD
P000857,U01088,12-09-2023,0.0,GBP
P000858,U01088,13/12/2023,0.0,GBP
P000859,U01088,12-12-2023,0.0,GBP
P000860,U01090,2023-11-26,0.0,GBP
P000861,U01090,13/12/2023,0.0,GBP
P000862,U01098,21/05/2024,28.46,USD
P000863,U01102,04-02-2024,28.44,USD
P000864,U01103,01-07-2024,29.51$,USD
P000865,U01103,2023-12-10,30.2,USD
P000866,U01103,2024-01-12,30.17,USD
P000867,U01104,22/04/2024,80.41,USD
P000868,U01107,09-02-2023,81.82,USD
P000869,U01107,2023-11-22,79.74,USD
P000870,U01107,2023-08-15,82.58,USD
P000871,U01107,03/12/2023,75.12,USD
P000872,U01107,2023-10-11,76.52,USD
P000873,U01109,12-24-2023,28.55,USD
P000874,U01109,13/01/2024,29.0,USD
P000875,U01113,08-16-2023,28.57,USD
P000876,U01113,11-22-2023,30.19,USD
P000877,U01113,2023-08-21,28.81,USD
P000878,U01113,11-14-2023,28.63,USD
P000879,U01113,21/01/2024,28.46,USD
P000880,U01113,2023-09-04,29.59,USD
P000881,U01121,04-28-2023,79.07,GBP
P000882,U01121,05-09-2023,77.67,GBP
P000883,U01123,05-01-2024,75.48,USD
P000884,U01123,05-13-2024,79.99,USD
P000885,U01125,2023-02-08,28.96,USD
P000886,U01126,03-11-2023,82.74,USD
P000886,U01126,03-11-2023,82.74,USD
P000887,U01133,2023-05-06,0.0,USD
P000888,U01134,2023-12-07,75.38,NGN
P000889,U01134,2023-12-29,77.7,NGN
P000890,U01134,2024-03-15,79.0,NGN
P000891,U01135,06-01-2024,78.68,USD
P000892,U01143,2023-07-29,28.91,INR
P000893,U01143,2024-02-12,29.72,INR
P000894,U01143,11/10/2023,28.27,INR
P000895,U01143,2023-07-26,29.35,INR
P000896,U01143,2024-05-07,30.07,INR
P000897,U01143,11/01/2024,27.71,INR
P000898,U01143,2024-05-22,30.36,INR
P000899,U01143,11-26-2023,28.23,INR
P000900,U01143,01-15-2024,29.88,INR
P000901,U01143,2023-10-20,29.81,INR
P000902,U01143,19/12/2023,30.35,INR
P000903,U01147,2023-06-18,79.83,USD
P000904,U01150,02-06-2023,0.0,USD
P000905,U01156,06-17-2024,28.98,USD
P000906,U01160,2023-10-31,80.25,NGN
P000907,U01160,12-16-2023,79.47,NGN
P000908,U01160,16/01/2024,82.53,NGN
P000909,U01160,13/06/2024,75.51,NGN
P000910,U01160,2023-12-16,82.55,NGN
P000911,U01162,03/05/2024,28.63,USD
P000912,U01162,07/06/2024,30.21,USD
P000913,U01164,02-03-2024,30.42,NGN
P000914,U01164,08/08/2023,30.3,NGN
P000915,U01164,11-05-2023,28.92,NGN
P000916,U01164,16/11/2023,29.8,NGN
P000917,U01164,20/06/2023,30.18,NGN
P000918,U01164,21/08/2023,27.61$,NGN
P000919,U01164,03-24-2024,29.98,NGN
P000920,U01164,2023-05-03,29.91,NGN
P000921,U01164,03/08/2023,29.83,NGN
P000922,U01164,2024-02-21,28.85,NGN
P000923,U01164,09-23-2023,30.07,NGN
P000924,U01164,14/11/2023,30.41,NGN
P000925,U01164,21/04/2024,29.0,NGN
P000926,U01166,01/01/2024,29.92,USD
P000927,U01167,07-18-2023,28.19,GBP
P000928,U01167,2023-09-03,27.6,GBP
P000929,U01169,11-13-2023,75.68,USD
P000930,U01169,12-14-2023,77.56,USD
P000931,U01170,12-19-2023,78.69,USD
P000932,U01170,2023-10-22,75.43,USD
P000933,U01170,01-02-2024,80.17,USD
P000934,U01170,2023-10-05,81.34,USD
P000935,U01171,27/06/2024,28.71,GBP
P000935,U01171,27/06/2024,28.71,GBP
P000936,U01174,06-23-2024,80.58,INR
P000937,U01175,2024-05-18,79.15,USD
P000938,U01175,15/04/2024,81.82,USD
P000939,U01175,2024-02-18,77.58,USD
P000940,U01177,14/06/2023,81.3,GBP
P000941,U01177,2023-05-13,81.42,GBP
P000942,U01183,24/11/2023,29.29,NGN
P000943,U01184,2023-09-19,29.95,GBP
P000944,U01187,2023-12-26,28.1,EUR
P000945,U01187,2023-10-23,28.6,EUR
P000946,U01188,22/02/2024,75.74,USD
P000947,U01188,12-19-2023,82.22,USD
P000948,U01195,10-03-2023,27.91,USD
P000949,U01197,06-24-2023,75.76,USD
P000950,U01197,29/05/2023,82.34,USD
P000951,U01197,01/07/2023,78.23,USD
P000952,U01198,2023-12-13,27.96,EUR
P000953,U01198,2024-03-16,27.86,EUR
P000954,U01199,27/06/2023,28.07,NGN
P000955,U01200,03-29-2023,0.0,USD
P000956,U01200,05-08-2023,0.0,USD
