user_id,signup_date,country,acquisition_channel,device_type
U00662,2023-05-01,Germany,ads,desktop
U00663,29/08/2023,IN,ads,tablet
U00664,2023-02-14,usa,organic,desktop
U00665,12-19-2023,Nigeria,referral,mobile
U00666,17/05/2023,US,organic,tablet
U00667,06-28-2024,US,organic,desktop
U00668,07-21-2023,US,ads,mobile
U00669,2023-01-23,UK,ads,mobile
U00670,2023-07-24,IN,referral,desktop
U00671,10-07-2023,Kenya,referral,mobile
U00672,2023-05-03,usa,email,mobile
U00673,2023-06-27,Brazil,referral,mobile
U00674,01-10-2023,usa,organic,desktop
U00675,2023/10/25,US,organic,mobile
U00676,2023-11-20,Brazil,ads,mobile
U00677,2024-03-19,UK,organic,desktop
U00678,2023-05-20,Germany,organic,desktop
U00679,12-28-2023,Kenya,ads,tablet
U00680,2023-09-12,US,referral,desktop
U00681,14/10/2023,DE,ads,tablet
U00682,27/12/2023,UK,referral,desktop
U00683,2024-02-29,BR,ads,mobile
U00684,11-15-2023,US,organic,desktop
U00685,05-08-2024,FR,social,mobile
U00686,01-02-2023,BR,referral,mobile
U00687,2023/03/22,US,referral,mobile
U00688,01-18-2024,US,organic,tablet
U00689,2023/03/14,US,organic,desktop
U00690,2024-06-28,,ads,desktop
U00691,2024/03/27,US,ads,mobile
U00692,2023/02/28,Nigeria,referral,mobile
U00693,05-29-2024,US,ads,mobile
U00694,11-02-2023,IN,social,mobile
U00695,18/12/2023,usa,organic,mobile
U00696,2024/03/30,US,organic,desktop
U00697,09-01-2023,Canada,organic,desktop
U00698,26/12/2023,usa,organic,mobile
U00699,06-25-2024,Nigeria,organic,mobile
U00700,04-26-2023,US,social,mobile
U00701,16/05/2023,US,ads,desktop
U00702,2023-03-15,Canada,organic,mobile
U00703,10/01/2023,US,email,mobile
U00704,2023-10-17,India,referral,desktop
U00705,2024-03-28,Nigeria,ads,mobile
U00706,20/02/2023,US,referral,desktop
U00707,2023-03-13,,ads,mobile
U00708,2023/12/25,US,organic,desktop
U00709,2023/11/03,CA,organic,mobile
U00710,05-15-2023,UK,organic,mobile
U00711,26/04/2023,US,referral,desktop
U00712,2024/05/17,UK,ads,desktop
U00713,17/02/2023,US,ads,mobile
U00714,22/11/2023,US,referral,desktop
U00715,02-27-2024,Australia,organic,mobile
U00716,01-08-2024,Germany,ads,mobile
U00717,2023-06-20,US,email,mobile
U00718,02/01/2024,Germany,ads,tablet
U00719,04/05/2023,US,ads,desktop
U00720,27/07/2023,Germany,social,mobile
U00721,05-15-2023,US,ads,desktop
U00722,06-25-2024,UK,referral,mobile
U00723,03-13-2024,US,ads,desktop
U00724,2023-05-17,CA,organic,mobile
U00725,2023/06/30,Nigeria,organic,mobile
U00726,22/04/2024,US,organic,mobile
U00727,09/09/2023,US,referral,tablet
U00728,2023-03-28,Kenya,referral,mobile
U00729,2023-10-18,IN,referral,desktop
U00730,19/09/2023,UK,ads,mobile
U00731,12-06-2023,Australia,referral,desktop
U00732,05-16-2023,IN,referral,desktop
U00733,2023/06/23,India,referral,mobile
U00734,2023-08-17,US,organic,tablet
U00735,2023-11-01,Kenya,email,desktop
U00736,22/05/2023,Nigeria,ads,desktop
U00737,01-21-2024,Brazil,organic,mobile
U00738,09-06-2023,US,referral,mobile
U00739,13/12/2023,US,ads,mobile
U00740,2024-06-22,usa,organic,tablet
U00741,2023/02/07,uk,ads,tablet
U00742,2023/05/10,,ads,desktop
U00743,20/03/2023,FR,ads,desktop
U00744,01-26-2023,UK,organic,mobile
U00745,2023/03/23,US,ads,mobile
U00746,2023-05-05,Brazil,organic,desktop
U00747,2023-09-20,Nigeria,referral,desktop
U00748,2023-05-09,Nigeria,ads,mobile
U00749,2023/03/20,UK,organic,mobile
U00750,06-25-2024,Germany,social,tablet
U00751,2024-05-28,Usa,ads,mobile
U00752,2023/02/08,uk,referral,desktop
U00753,04-30-2023,US,ads,mobile
U00754,29/05/2024,NG,referral,desktop
U00755,03-17-2023,US,organic,mobile
U00756,2023/03/31,UK,ads,desktop
U00757,2024/05/28,usa,organic,desktop
U00758,24/05/2023,UK,ads,mobile
U00759,2023/12/13,US,ads,desktop
U00760,2023-07-24,US,ads,desktop
U00761,2023-04-28,Brazil,social,desktop
U00762,2023/03/08,India,ads,desktop
U00763,2024/04/03,US,referral,mobile
U00764,20/02/2024,India,ads,desktop
U00765,2024-01-05,UK,organic,desktop
U00766,25/01/2024,Nigeria,referral,desktop
U00767,04/04/2023,Brazil,ads,mobile
U00768,2023-06-14,France,organic,mobile
U00769,25/11/2023,India,ads,mobile
U00770,2023/02/22,US,ads,desktop
U00771,2024/03/04,UK,ads,desktop
U00772,2023/01/10,Australia,social,desktop
U00773,2023-03-29,Canada,organic,mobile
U00774,03-24-2023,DE,email,mobile
U00775,02-21-2024,South Africa,ads,desktop
U00776,2023/10/25,nigeria,ads,desktop
U00777,30/01/2023,US,ads,desktop
U00778,2024/04/25,Nigeria,social,desktop
U00779,31/01/2023,uk,ads,desktop
U00780,02-08-2023,Brazil,ads,mobile
U00781,01-16-2023,UK,ads,mobile
U00782,2024-01-17,Kenya,social,desktop
U00783,2023/06/27,US,ads,tablet
U00784,2023-09-07,usa,social,desktop
U00785,2023/05/26,Canada,organic,desktop
U00786,06/02/2024,South Africa,ads,mobile
U00787,2023/02/20,UK,social,desktop
U00788,12/02/2024,South Africa,referral,mobile
U00789,30/05/2023,South Africa,organic,mobile
U00790,26/01/2023,Canada,organic,mobile
U00791,2023/08/01,UK,ads,desktop
U00792,08/05/2024,US,social,mobile
U00793,17/10/2023,CA,referral,desktop
U00794,01-04-2024,Nigeria,referral,mobile
U00795,2023-05-08,FR,ads,tablet
U00796,10/08/2023,US,ads,mobile
U00797,20/03/2024,Australia,organic,mobile
U00798,2024/06/10,US,ads,desktop
U00799,2024-02-03,Australia,email,desktop
U00800,04/01/2024,,organic,desktop
U00801,04-11-2024,Australia,organic,mobile
U00802,04-17-2024,France,ads,tablet
U00803,2023/09/28,Canada,ads,mobile
U00804,2023/08/23,India,referral,desktop
U00805,03-29-2024,US,organic,desktop
U00806,03-12-2024,nigeria,referral,desktop
U00807,01-10-2024,US,ads,mobile
U00808,08-04-2023,usa,referral,tablet
U00809,2023/05/27,BR,ads,mobile
U00810,2024-05-28,UK,social,mobile
U00811,2024/05/24,CA,ads,mobile
U00812,20/03/2024,France,organic,mobile
U00813,06-17-2024,Germany,referral,desktop
U00814,30/01/2024,UK,organic,desktop
U00815,08-17-2023,US,ads,mobile
U00816,2023-05-23,India,ads,desktop
U00817,06-22-2023,UK,organic,tablet
U00818,11-23-2023,Australia,ads,mobile
U00819,2024-05-07,Nigeria,referral,desktop
U00820,2024-01-02,,organic,desktop
U00821,2024/06/12,UK,referral,mobile
U00822,2023/04/28,US,organic,mobile
U00823,03-18-2024,,ads,mobile
U00824,2023-05-18,UK,referral,mobile
U00825,18/12/2023,Usa,organic,tablet
U00826,2024-01-16,Australia,email,tablet
U00827,2023/04/11,Nigeria,ads,desktop
U00828,2023-11-10,Canada,ads,mobile
U00829,01-30-2023,Germany,organic,tablet
U00830,11/01/2023,,ads,tablet
U00831,05-01-2024,Brazil,ads,mobile
U00832,08-31-2023,US,organic,mobile
U00833,05-10-2023,US,organic,mobile
U00834,12-21-2023,Brazil,referral,desktop
U00835,14/04/2023,UK,ads,mobile
U00836,09/05/2023,,ads,mobile
U00837,12/04/2023,US,social,mobile
U00838,2023-04-06,UK,social,desktop
U00839,2023-10-19,South Africa,referral,mobile
U00840,2024-05-29,US,referral,mobile
U00841,2024/06/19,US,ads,desktop
U00842,06/04/2023,Germany,ads,desktop
U00843,2023-06-09,India,social,desktop
U00844,08-22-2023,Canada,referral,mobile
U00845,2023-04-17,Canada,organic,desktop
U00846,08/08/2023,US,organic,desktop
U00847,18/04/2024,US,email,mobile
U00848,06/10/2023,IN,ads,mobile
U00849,2023/01/31,Germany,ads,mobile
U00850,2023-09-14,usa,organic,mobile
U00851,2023/03/27,FR,referral,desktop
U00852,2023-04-26,US,email,desktop
U00853,20/03/2023,,ads,desktop
U00854,2023-12-21,UK,ads,desktop
U00855,01-31-2023,Kenya,ads,mobile
U00856,2023-11-27,Brazil,organic,mobile
U00857,05-30-2024,nigeria,organic,mobile
U00858,2023-12-06,NG,ads,tablet
U00859,2023-10-17,France,ads,mobile
U00860,2023/11/08,uk,ads,mobile
U00861,19/06/2024,Kenya,ads,desktop
U00862,2023-03-29,US,social,tablet
U00863,2023/05/04,US,ads,desktop
U00864,06/10/2023,Nigeria,organic,desktop
U00865,2024/01/11,CA,organic,desktop
U00866,05/02/2023,nigeria,ads,mobile
U00867,2024-06-04,South Africa,ads,desktop
U00868,2023/07/13,CA,ads,desktop
U00869,2023-04-26,FR,referral,desktop
U00870,2023/01/10,nigeria,organic,desktop
U00871,28/02/2023,Brazil,ads,mobile
U00872,15/09/2023,Usa,organic,desktop
U00873,2023/11/10,France,ads,mobile
U00874,2023-12-12,Australia,referral,desktop
U00875,2024/01/23,Canada,ads,mobile
U00876,2024/05/22,US,organic,desktop
U00877,10/05/2024,UK,referral,desktop
U00878,05-23-2024,India,ads,mobile
U00879,2023/12/19,UK,referral,tablet
U00880,18/12/2023,US,organic,tablet
U00881,01-02-2023,UK,ads,desktop
U00882,2024-03-01,Germany,ads,desktop
U00883,2024/01/18,US,social,tablet
U00884,02/06/2023,US,organic,desktop
U00885,12-21-2023,France,organic,tablet
U00886,2023-02-06,NG,social,desktop
U00887,2024-04-02,Germany,organic,desktop
U00888,2024/02/16,Brazil,organic,desktop
U00889,30/01/2024,Australia,organic,desktop
U00890,04-10-2023,US,ads,desktop
U00891,22/11/2023,Nigeria,social,tablet
U00892,2023/08/01,uk,ads,mobile
U00893,04-14-2023,US,ads,desktop
U00894,28/06/2024,Germany,ads,tablet
U00895,06-06-2023,US,referral,tablet
U00896,17/06/2024,UK,social,mobile
U00897,05-09-2024,UK,social,mobile
U00898,2024/03/12,CA,referral,desktop
U00899,2024/06/07,Brazil,referral,mobile
U00900,2023/01/10,Germany,organic,mobile
U00901,23/04/2023,US,organic,mobile
U00902,2023-08-11,India,ads,mobile
U00903,2024-06-20,Australia,ads,mobile
U00904,06/10/2023,France,ads,mobile
U00905,05-17-2024,DE,ads,mobile
U00906,10-24-2023,uk,ads,desktop
U00907,03-04-2024,US,organic,tablet
U00908,07/06/2023,NG,email,desktop
U00909,05-07-2024,IN,social,desktop
U00910,02/04/2024,Germany,social,desktop
U00911,2023-05-31,UK,ads,mobile
U00912,2023-05-26,US,social,desktop
U00913,10-20-2023,US,ads,mobile
U00914,2023-04-12,US,referral,mobile
U00915,2023-09-14,Canada,social,mobile
U00916,04-08-2024,US,email,desktop
U00917,01-17-2024,Australia,referral,desktop
U00918,2023-09-04,Germany,organic,mobile
U00919,2024-01-28,Germany,referral,desktop
U00920,09-29-2023,US,organic,desktop
U00921,2023/09/15,UK,ads,mobile
U00922,2024-03-12,France,email,desktop
U00923,31/03/2023,India,ads,desktop
U00924,2024-05-13,Nigeria,referral,mobile
U00925,2024-06-14,,ads,mobile
U00926,10-27-2023,usa,referral,tablet
U00927,01-20-2023,,referral,tablet
U00928,13/12/2023,CA,organic,mobile
U00929,06/09/2023,Germany,organic,mobile
U00930,2024-02-22,Germany,organic,desktop
U00931,13/06/2023,India,referral,tablet
U00932,2023/03/22,US,referral,desktop
U00933,17/05/2024,France,organic,tablet
U00934,2023-01-19,Canada,social,mobile
U00935,03-09-2023,US,organic,mobile
U00936,2024/03/09,France,organic,mobile
U00937,2024-05-13,Brazil,referral,mobile
U00938,2024-06-28,Kenya,organic,mobile
U00939,2023-08-14,Australia,social,mobile
U00940,2023/08/07,BR,ads,mobile
U00941,28/05/2024,US,ads,mobile
U00942,02-28-2024,UK,referral,mobile
U00943,06-10-2024,,social,desktop
U00944,2023-01-09,Germany,referral,mobile
U00945,2023/02/02,US,referral,desktop
U00946,22/02/2024,Germany,organic,mobile
U00947,25/09/2023,US,ads,desktop
U00948,2023-05-06,Nigeria,ads,mobile
U00949,2024-03-02,India,organic,mobile
U00950,05/10/2023,US,social,desktop
U00951,2023/02/24,,organic,mobile
U00952,27/05/2024,UK,social,desktop
U00953,2024/03/15,DE,ads,mobile
U00954,11/05/2023,US,ads,mobile
U00955,2023/10/07,Brazil,ads,desktop
U00956,2023/12/12,UK,email,mobile
U00957,2024-03-04,US,organic,desktop
U00958,04-19-2023,,referral,mobile
U00959,2024-05-01,US,social,mobile
U00960,2024/01/29,NG,organic,desktop
U00961,04-03-2024,US,organic,desktop
U00962,27/02/2024,,referral,desktop
U00963,10-12-2023,uk,organic,tablet
U00964,2023-04-14,Canada,ads,desktop
U00965,09/01/2023,India,ads,desktop
U00966,04/02/2024,US,organic,desktop
U00967,2024/01/11,UK,organic,mobile
U00968,30/06/2023,US,ads,mobile
U00969,02-03-2023,India,organic,desktop
U00970,12-20-2023,South Africa,organic,mobile
U00971,03-22-2023,IN,referral,desktop
U00972,24/07/2023,Nigeria,referral,desktop
U00973,2023-10-20,nigeria,ads,mobile
U00974,2024/02/06,usa,ads,mobile
U00975,2023/10/02,France,ads,desktop
U00976,14/04/2024,South Africa,organic,desktop
U00977,06-28-2023,US,referral,desktop
U00978,06-14-2023,US,organic,mobile
U00979,12/04/2024,IN,organic,desktop
U00980,2023/03/30,CA,social,desktop
U00981,2023/06/13,Nigeria,organic,desktop
U00982,18/01/2023,usa,organic,mobile
U00983,2023-01-31,,referral,mobile
U00984,2023/05/10,usa,organic,desktop
U00985,04-10-2024,DE,referral,mobile
U00986,2023/03/08,US,ads,desktop
U00987,10/01/2024,US,organic,desktop
U00988,03-28-2024,France,email,mobile
U00989,2023/05/11,Brazil,social,mobile
U00990,2024/04/08,Nigeria,organic,mobile
U00991,27/10/2023,US,organic,mobile
U00992,2023/04/27,Nigeria,organic,mobile
U00993,2024-04-22,Nigeria,organic,desktop
U00994,2023-03-14,CA,referral,mobile
U00995,2024/06/11,nigeria,ads,desktop
U00996,2024/06/25,Germany,ads,mobile
U00997,2023-10-24,UK,referral,tablet
U00998,27/11/2023,US,ads,desktop
U00999,2023/03/07,Usa,referral,desktop
U01000,2023-07-20,US,organic,tablet
U01001,08/02/2024,US,ads,desktop
U01002,06-18-2024,Australia,ads,desktop
U01003,03-24-2023,US,ads,desktop
U01004,2024/06/12,uk,email,mobile
U01005,04/03/2024,Australia,referral,desktop
U01006,01-11-2024,usa,ads,desktop
U01007,2023-11-06,Brazil,organic,desktop
U01008,2023-06-28,Canada,social,mobile
U01009,2023-06-16,Germany,ads,mobile
U01010,2023-05-05,uk,referral,mobile
U01011,04-11-2024,Canada,organic,mobile
U01012,2023-06-22,UK,organic,desktop
U01013,10-26-2023,uk,referral,desktop
U01014,2024/04/09,US,email,mobile
U01015,12-07-2023,US,organic,desktop
U01016,01/06/2023,US,referral,desktop
U01017,04-22-2024,US,social,mobile
U01018,2023-07-05,nigeria,organic,mobile
U01019,2023/08/03,Australia,ads,mobile
U01020,2024-02-07,US,social,tablet
U01021,28/09/2023,UK,ads,mobile
U01022,12-20-2023,uk,referral,mobile
U01023,2023-05-16,Canada,ads,mobile
U01024,01-26-2024,UK,ads,mobile
U01025,2024/02/22,France,referral,mobile
U01026,20/10/2023,DE,ads,tablet
U01027,2023/09/21,Australia,ads,desktop
U01028,2024/01/10,US,ads,mobile
U01029,07/05/2024,Australia,organic,desktop
U01030,10-02-2023,Germany,referral,mobile
U01031,07-12-2023,Usa,organic,desktop
U01032,03-01-2023,Germany,organic,desktop
U01033,02/10/2023,US,referral,mobile
U01034,14/06/2024,,organic,desktop
U01035,26/07/2023,US,organic,mobile
U01036,2024-04-25,UK,organic,tablet
U01037,2023/04/04,US,social,desktop
U01038,2024/04/21,Kenya,referral,mobile
U01039,10-16-2023,NG,ads,desktop
U01040,01-17-2024,US,email,desktop
U01041,06/11/2023,US,email,desktop
U01042,25/02/2024,UK,ads,desktop
U01043,2023/12/22,US,social,desktop
U01044,2023-01-10,India,organic,mobile
U01045,21/07/2023,US,referral,mobile
U01046,2023/05/23,CA,ads,mobile
U01047,2024/06/28,Brazil,ads,mobile
U01048,19/03/2024,US,referral,desktop
U01049,03/07/2023,DE,ads,mobile
U01050,2023/04/24,Australia,social,mobile
U01051,01-08-2023,CA,organic,desktop
U01052,2024/03/12,Kenya,referral,mobile
U01053,2023-02-16,US,ads,desktop
U01054,07-21-2023,UK,ads,desktop
U01055,09-25-2023,US,ads,mobile
U01056,11/06/2024,Nigeria,organic,desktop
U01057,2023/08/10,UK,ads,desktop
U01058,12-14-2023,,organic,mobile
U01059,12-27-2023,NG,organic,mobile
U01060,2023/11/24,NG,referral,desktop
U01061,02-25-2023,UK,organic,mobile
U01062,2024/05/22,UK,social,mobile
U01063,2023/10/10,Brazil,referral,desktop
U01064,18/11/2023,Kenya,organic,mobile
U01065,2024-05-29,usa,email,desktop
U01066,2023-06-13,US,ads,mobile
U01067,2024/01/03,Germany,organic,mobile
U01068,06/03/2023,US,ads,desktop
U01069,07/03/2023,nigeria,ads,mobile
U01070,12/07/2023,Brazil,ads,desktop
U01071,2023-04-12,Germany,organic,mobile
U01072,2024/05/30,UK,ads,desktop
U01073,2024/06/25,Germany,organic,desktop
U01074,03-14-2024,Canada,referral,desktop
U01075,2023-09-27,CA,referral,mobile
U01076,2023-11-17,usa,organic,mobile
U01077,06-18-2024,CA,email,desktop
U01078,08-16-2023,Nigeria,organic,mobile
U01079,11/03/2024,Canada,ads,mobile
U01080,05-16-2024,uk,ads,mobile
U01081,03-03-2023,Canada,referral,mobile
U01082,08-10-2023,nigeria,email,desktop
U01083,17/11/2023,US,organic,mobile
U01084,08-13-2023,Canada,referral,desktop
U01085,06-28-2024,NG,ads,mobile
U01086,2023-01-16,US,organic,desktop
U01087,25/05/2023,US,ads,mobile
U01088,2023-12-07,Brazil,organic,mobile
U01089,04-28-2023,US,ads,mobile
U01090,2023/11/23,UK,ads,mobile
U01091,2024-06-25,Australia,organic,mobile
U01092,2023/04/24,US,ads,tablet
U01093,2023-05-22,US,ads,mobile
U01094,2023/04/05,BR,social,mobile
U01095,11/12/2023,usa,social,mobile
U01096,2023/03/14,Germany,social,mobile
U01097,30/10/2023,India,ads,mobile
U01098,2024-05-03,Brazil,organic,tablet
U01099,21/08/2023,US,ads,mobile
U01100,03-29-2023,usa,referral,desktop
U01101,2023-01-12,US,ads,desktop
U01102,27/03/2024,Australia,social,desktop
U01103,16/10/2023,BR,organic,mobile
U01104,01-24-2024,US,social,desktop
U01105,30/04/2024,US,organic,mobile
U01106,2024/06/28,Germany,organic,mobile
U01107,06-30-2023,UK,referral,desktop
U01108,2023/12/07,Brazil,organic,mobile
U01109,2023-10-06,Brazil,organic,mobile
U01110,01-12-2024,IN,ads,desktop
U01111,26/02/2024,IN,ads,mobile
U01112,2024/02/27,UK,ads,tablet
U01113,02/08/2023,South Africa,referral,desktop
U01114,02-23-2023,Germany,organic,desktop
U01115,2023-07-24,Germany,ads,desktop
U01116,10/05/2024,Germany,ads,tablet
U01117,10-10-2023,Australia,referral,mobile
U01118,2024/02/23,France,ads,mobile
U01119,03-04-2024,US,referral,mobile
U01120,2023-11-15,nigeria,ads,mobile
U01121,2023-04-11,US,organic,mobile
U01122,2024/01/12,US,organic,mobile
U01123,2024-04-29,IN,referral,mobile
U01124,2023-10-12,US,referral,tablet
U01125,2023-01-11,US,referral,desktop
U01126,2023/02/17,UK,referral,tablet
U01127,2023-02-15,France,referral,mobile
U01128,24/02/2023,FR,ads,mobile
U01129,08/02/2024,US,organic,tablet
U01130,31/05/2023,Germany,referral,mobile
U01131,2024/06/07,Canada,social,desktop
U01132,2023/03/22,US,organic,desktop
U01133,05-03-2023,Germany,referral,desktop
U01134,11-17-2023,BR,referral,desktop
U01135,17/04/2024,usa,referral,desktop
U01136,10-19-2023,BR,referral,tablet
U01137,2023-12-14,uk,organic,tablet
U01138,09/08/2023,Nigeria,organic,desktop
U01139,23/08/2023,US,ads,mobile
U01140,02/09/2023,France,social,mobile
U01141,15/03/2023,US,ads,mobile
U01142,18/04/2023,usa,ads,desktop
U01143,2023/06/30,usa,ads,mobile
U01144,03-18-2024,US,social,mobile
U01145,2024-01-10,US,ads,desktop
U01146,2023-01-30,Brazil,referral,mobile
U01147,2023/02/13,BR,ads,mobile
U01148,20/11/2023,South Africa,organic,tablet
U01149,2024/05/22,Kenya,referral,mobile
U01150,01/02/2023,UK,referral,desktop
U01151,11/09/2023,Germany,social,mobile
U01152,2023/02/09,India,social,desktop
U01153,11/03/2023,UK,ads,mobile
U01154,2023-09-19,US,ads,desktop
U01155,2024/03/01,uk,ads,mobile
U01156,25/01/2024,Canada,email,desktop
U01157,21/05/2024,Nigeria,organic,desktop
U01158,2023-07-08,Australia,ads,mobile
U01159,03-29-2023,India,ads,desktop
U01160,2023-09-28,US,ads,mobile
U01161,2023/08/25,US,ads,desktop
U01162,29/04/2024,US,ads,mobile
U01163,2023-06-05,India,ads,mobile
U01164,29/03/2023,Brazil,organic,mobile
U01165,2023/08/12,India,organic,mobile
U01166,01/01/2024,US,ads,mobile
U01167,06-08-2023,Germany,referral,tablet
U01168,2023-04-20,India,social,desktop
U01169,2023-10-20,Nigeria,referral,desktop
U01170,18/07/2023,US,organic,mobile
U01171,2024/06/25,NG,ads,mobile
U01172,05-23-2024,US,organic,mobile
U01173,2024-05-29,Kenya,referral,mobile
U01174,10-23-2023,Germany,social,mobile
U01175,2024-01-12,Kenya,referral,desktop
U01176,2023-05-25,US,ads,desktop
U01177,01-31-2023,usa,referral,mobile
U01178,2024-01-16,uk,email,mobile
U01179,09-27-2023,India,ads,mobile
U01180,07-03-2023,Germany,ads,mobile
U01181,23/01/2023,DE,ads,mobile
U01182,25/05/2024,Brazil,ads,desktop
U01183,2023/11/21,usa,referral,mobile
U01184,2023/08/31,,referral,mobile
U01185,26/02/2024,US,organic,desktop
U01186,27/03/2024,Germany,social,mobile
U01187,29/08/2023,India,social,desktop
U01188,01/12/2023,,email,mobile
U01189,2023-09-04,US,referral,desktop
U01190,2023-05-24,UK,organic,tablet
U01191,09-05-2023,South Africa,ads,desktop
U01192,12-11-2023,Brazil,referral,tablet
U01193,03-24-2023,US,organic,mobile
U01194,15/04/2024,DE,referral,mobile
U01195,2023-06-29,India,organic,mobile
U01196,2024/06/18,Australia,ads,mobile
U01197,2023-04-17,US,organic,mobile
U01198,2023/11/14,BR,organic,mobile
U01199,22/06/2023,Brazil,social,mobile
U01200,2023/02/21,US,ads,desktop
