subscription_id,user_id,plan_type,start_date,end_date,status
S00520,U00520,free,2023/12/26,03-25-2024,canceled
S00521,U00521,pro,03-01-2024,08/03/2024,canceled
S00522,U00522,basic,2024/02/12,12/05/2024,canceled
S00523,U00523,free,2023-01-06,2023-07-05,canceled
S00524,U00524,free,2023-02-22,2023-03-24,canceled
S00525,U00525,basic,16/02/2023,2023-05-17,canceled
S00526,U00526,free,2024-05-27,,active
S00527,U00527,free,2023/01/11,2023-01-25,canceled
S00528,U00528,basic,2024-02-21,2024-05-21,canceled
S00529,U00529,free,20/05/2023,2023-06-03,canceled
S00530,U00530,pro,30/05/2023,26/11/2023,canceled
S00531,U00531,free,29/07/2023,05/08/2023,canceled
S00532,U00532,pro,2023-03-15,14/03/2024,canceled
S00533,U00533,free,2023/02/13,2023-02-20,canceled
S00534,U00534,free,2023-03-06,03-13-2023,canceled
S00535,U00535,free,2024-03-15,2024/03/29,canceled
S00536,U00536,basic,2023/06/30,07-14-2023,canceled
S00537,U00537,basic,2023/08/01,08-15-2023,canceled
S00538,U00538,free,02/09/2023,2023/10/02,canceled
S00539,U00539,free,03-03-2023,2024-03-02,canceled
S00540,U00540,free,31/10/2023,2024-01-29,canceled
S00541,U00541,free,20/04/2023,2023-04-27,canceled
S00542,U00542,basic,01-26-2024,,active
S00543,U00543,free,12-07-2023,2024/03/06,canceled
S00544,U00544,basic,11/09/2023,,active
S00545,U00545,free,17/01/2024,,active
S00546,U00546,pro,12-04-2023,2024/06/01,canceled
S00547,U00547,free,27/04/2024,2024-05-04,canceled
S00548,U00548,free,23/10/2023,,active
S00549,U00549,free,03-13-2023,2023/03/20,canceled
S00550,U00550,free,07-29-2023,05/08/2023,canceled
S00551,U00551,free,2024/03/09,,active
S00552,U00552,free,2023/01/22,2023/02/05,canceled
S00553,U00553,free,2023-10-29,2023/11/12,canceled
S00554,U00554,basic,08/03/2023,03-07-2024,canceled
S00555,U00555,free,04-18-2023,2023/05/02,canceled
S00556,U00556,free,26/04/2023,2023/05/26,canceled
S00557,U00557,free,2023/11/24,12-01-2023,canceled
S00558,U00558,free,05-01-2024,,active
S00559,U00559,free,2023-12-23,2024/03/22,canceled
S00560,U00560,pro,26/04/2024,,active
S00561,U00561,basic,2023/12/02,05-30-2024,canceled
S00562,U00562,basic,23/08/2023,2024/02/19,canceled
S00563,U00563,free,2024-01-08,,active
S00564,U00564,basic,08-17-2023,31/08/2023,canceled
S00565,U00565,free,2023-09-13,,active
S00566,U00566,free,2023-03-30,2023/06/28,canceled
S00567,U00567,free,2024/06/13,,active
S00568,U00568,free,06-13-2023,2023/07/13,canceled
S00569,U00569,free,16/11/2023,05-14-2024,canceled
S00570,U00570,free,07-07-2023,,active
S00571,U00571,free,2023/10/20,2023/10/19,canceled
S00572,U00572,basic,30/03/2024,28/06/2024,canceled
S00573,U00573,free,27/02/2024,28/03/2024,canceled
S00574,U00574,free,2023/05/12,05-19-2023,canceled
S00575,U00575,free,09-17-2023,2023-09-24,canceled
S00576,U00576,free,2024/02/01,15/02/2024,canceled
S00577,U00577,free,2023-12-13,2023-12-20,canceled
S00578,U00578,free,2023/09/27,03-25-2024,canceled
S00579,U00579,free,11-21-2023,12-21-2023,canceled
S00580,U00580,free,09-29-2023,2023-12-28,canceled
S00581,U00581,basic,09/02/2024,2024/02/16,canceled
S00582,U00582,free,12-07-2023,04/06/2024,canceled
S00583,U00583,free,24/02/2023,2023/05/25,canceled
S00584,U00584,free,01-20-2023,2024-01-20,canceled
S00585,U00585,basic,2024/03/06,2024/04/05,canceled
S00586,U00586,free,2023-12-25,2024/01/08,canceled
S00587,U00587,basic,26/05/2023,2023-11-22,canceled
S00588,U00588,free,23/01/2023,2023/02/06,canceled
S00589,U00589,basic,04/04/2024,,active
S00590,U00590,free,11/06/2023,2023-09-09,canceled
S00591,U00591,pro,25/03/2024,,active
S00592,U00592,free,13/09/2023,2023-10-13,canceled
S00593,U00593,basic,06-06-2024,,active
S00594,U00594,pro,04-10-2024,,active
S00595,U00595,free,30/09/2023,2023/12/29,canceled
S00596,U00596,free,07/06/2024,06-21-2024,canceled
S00597,U00597,free,06-06-2024,,active
S00598,U00598,pro,2023/08/28,24/02/2024,canceled
S00599,U00599,pro,22/11/2023,20/05/2024,canceled
S00600,U00600,free,11-25-2023,25/12/2023,canceled
S00601,U00601,basic,03-08-2024,,active
S00602,U00602,free,05-28-2023,2023-11-24,canceled
S00603,U00603,free,08/10/2023,2023/10/15,canceled
S00604,U00604,free,10-28-2023,,active
S00605,U00605,free,2023-11-16,23/11/2023,canceled
S00606,U00606,pro,01-15-2024,,active
S00607,U00607,pro,2023/06/23,2024-06-22,canceled
S00608,U00608,free,2024/02/24,2024/03/25,canceled
S00609,U00609,free,2024/03/17,31/03/2024,canceled
S00610,U00610,free,03-21-2024,2024-06-19,canceled
S00611,U00611,free,02-26-2024,2024/03/27,canceled
S00612,U00612,basic,02-29-2024,2024-03-30,canceled
S00613,U00613,free,2023/01/28,04/02/2023,canceled
S00614,U00614,pro,2023-12-09,2024-06-06,canceled
S00615,U00615,free,2023/06/14,06-21-2023,canceled
S00616,U00616,pro,2024-04-21,,active
S00617,U00617,free,2023/02/17,03/03/2023,canceled
S00618,U00618,basic,2024/04/10,,active
S00619,U00619,free,2024-06-13,2024-06-12,canceled
S00620,U00620,free,02-18-2023,2024/02/18,canceled
S00621,U00621,basic,2023/07/13,2024/01/09,canceled
S00622,U00622,free,2023/04/21,28/04/2023,canceled
S00623,U00623,basic,2023-10-19,2024/01/17,canceled
S00624,U00624,free,11/11/2023,2023-12-11,canceled
S00625,U00625,pro,2023-12-20,19/01/2024,canceled
S00626,U00626,free,15/03/2023,22/03/2023,canceled
S00627,U00627,free,11-06-2023,2024-05-04,canceled
S00628,U00628,free,10/09/2023,2023-09-17,canceled
S00629,U00629,free,2024/03/17,,active
S00630,U00630,free,06/02/2023,05-07-2023,canceled
S00631,U00631,free,05/05/2023,01/11/2023,canceled
S00632,U00632,free,06-07-2023,06/06/2024,canceled
S00633,U00633,free,05-06-2023,06-05-2023,canceled
S00634,U00634,free,2023/07/14,07-28-2023,canceled
S00635,U00635,pro,10/02/2023,05-11-2023,canceled
S00636,U00636,basic,2023/12/02,30/05/2024,canceled
S00637,U00637,pro,02/01/2023,2024-01-02,canceled
S00638,U00638,free,2024-02-08,2024/03/09,canceled
S00639,U00639,free,06-24-2024,,active
S00640,U00640,free,2024/01/07,21/01/2024,canceled
S00641,U00641,pro,2023/03/22,04-05-2023,canceled
S00642,U00642,free,2023-10-26,01-24-2024,canceled
S00643,U00643,pro,02-23-2023,25/03/2023,canceled
S00644,U00644,basic,2023/12/10,,active
S00645,U00645,free,16/11/2023,30/11/2023,canceled
S00646,U00646,free,11/03/2023,06-09-2023,canceled
S00647,U00647,free,04-03-2024,,active
S00648,U00648,pro,07-14-2023,13/08/2023,canceled
S00649,U00649,basic,03-05-2024,,active
S00650,U00650,pro,22/06/2024,2024-06-29,canceled
S00651,U00651,basic,2024/02/07,,active
S00652,U00652,basic,18/08/2023,,active
S00653,U00653,free,2023/10/29,2024-01-27,canceled
S00654,U00654,free,2024/02/15,,active
S00655,U00655,basic,2023/04/15,2023-07-14,canceled
S00656,U00656,pro,02/03/2024,,active
S00657,U00657,free,2023/02/27,2023-08-26,canceled
S00658,U00658,free,2023-01-31,14/02/2023,canceled
S00659,U00659,free,04/05/2024,2024/05/18,canceled
S00660,U00660,pro,2023/03/08,2023/06/06,canceled
S00661,U00661,free,2023-08-04,09-03-2023,canceled
S00662,U00662,free,2023/05/03,2023-05-10,canceled
S00663,U00663,free,2023-08-29,2023/09/28,canceled
S00664,U00664,pro,2023/02/14,28/02/2023,canceled
S00665,U00665,free,2023-12-20,01-03-2024,canceled
S00666,U00666,pro,2023/05/19,05-18-2024,canceled
S00667,U00667,free,2024-06-30,,active
S00668,U00668,free,22/07/2023,20/10/2023,canceled
S00669,U00669,pro,2023/01/25,2024/01/25,canceled
S00670,U00670,pro,2023/07/26,2023/08/09,canceled
S00671,U00671,free,2023-10-07,04-04-2024,canceled
S00672,U00672,basic,2023-05-03,2023/05/10,canceled
S00673,U00673,free,28/06/2023,2023/07/12,canceled
S00674,U00674,free,01-12-2023,2023-02-11,canceled
S00675,U00675,pro,2023-10-25,2024/04/22,canceled
S00676,U00676,free,22/11/2023,22/12/2023,canceled
S00677,U00677,free,2024/03/20,27/03/2024,canceled
S00678,U00678,free,05-20-2023,2023/05/27,canceled
S00679,U00679,free,2023/12/28,2024-01-04,canceled
S00680,U00680,basic,2023/09/13,09-27-2023,canceled
S00681,U00681,free,10-14-2023,11/10/2023,canceled
S00682,U00682,free,12-29-2023,2024/01/05,canceled
S00683,U00683,free,02-29-2024,24/02/2024,canceled
S00684,U00684,free,16/11/2023,02-14-2024,canceled
S00685,U00685,basic,2024-05-08,,active
S00686,U00686,free,04/01/2023,03/02/2023,canceled
S00687,U00687,basic,03-22-2023,03-29-2023,canceled
S00688,U00688,basic,18/01/2024,17/04/2024,canceled
S00689,U00689,free,03-16-2023,03-30-2023,canceled
S00690,U00690,free,2024/06/30,,active
S00691,U00691,free,03-29-2024,,active
S00692,U00692,basic,28/02/2023,2023-03-30,canceled
S00693,U00693,free,30/05/2024,2024-06-29,canceled
S00694,U00694,free,11-04-2023,2023/11/18,canceled
S00695,U00695,free,2023/12/18,2023-12-25,canceled
S00696,U00696,free,04-01-2024,01/05/2024,canceled
S00697,U00697,basic,09-03-2023,17/09/2023,canceled
S00698,U00698,free,26/12/2023,,active
S00699,U00699,free,25/06/2024,,active
S00700,U00700,free,04-26-2023,07-25-2023,canceled
S00701,U00701,free,2023/05/18,14/11/2023,canceled
S00702,U00702,pro,03-16-2023,2023-04-15,canceled
S00703,U00703,free,2023/01/11,2023-01-18,canceled
S00704,U00704,pro,18/10/2023,,active
S00705,U00705,free,28/03/2024,2024/04/11,canceled
S00706,U00706,free,2023-02-22,2023/05/23,canceled
S00707,U00707,free,2023/03/14,21/03/2023,canceled
S00708,U00708,pro,25/12/2023,22/06/2024,canceled
S00709,U00709,basic,2023/11/05,2024-05-03,canceled
S00710,U00710,free,2023-05-17,16/05/2024,canceled
S00711,U00711,basic,2023-04-27,2023-07-26,canceled
S00712,U00712,free,2024-05-17,2024-05-31,canceled
S00713,U00713,pro,17/02/2023,2023-05-18,canceled
S00714,U00714,free,11-24-2023,05-22-2024,canceled
S00715,U00715,free,2024-02-27,2024-03-05,canceled
S00716,U00716,basic,08/01/2024,2024/04/07,canceled
S00717,U00717,free,06-20-2023,27/06/2023,canceled
S00718,U00718,free,2024-01-02,,active
S00719,U00719,free,05-04-2023,05-11-2023,canceled
S00720,U00720,free,2023-07-28,2023-08-04,canceled
S00721,U00721,free,2023/05/15,29/05/2023,canceled
S00722,U00722,free,06-27-2024,,active
S00723,U00723,free,03-13-2024,03-27-2024,canceled
S00724,U00724,basic,19/05/2023,15/11/2023,canceled
S00725,U00725,free,2023-07-01,2023/07/15,canceled
S00726,U00726,free,2024-04-23,,active
S00727,U00727,free,2023/09/09,09-16-2023,canceled
S00728,U00728,free,30/03/2023,03-29-2024,canceled
S00729,U00729,pro,2023/10/20,,active
S00730,U00730,free,2023-09-20,2023/10/20,canceled
S00731,U00731,basic,2023-12-07,06/03/2024,canceled
S00732,U00732,free,2023/05/16,05-23-2023,canceled
S00733,U00733,pro,06-23-2023,30/06/2023,canceled
S00734,U00734,free,19/08/2023,,active
S00735,U00735,free,2023/11/01,08/11/2023,canceled
S00736,U00736,free,2023-05-24,2024-05-23,canceled
S00737,U00737,free,01-23-2024,,active
S00738,U00738,free,06/09/2023,2023/09/13,canceled
S00739,U00739,free,2023/12/14,03-13-2024,canceled
S00740,U00740,free,2024-06-23,,active
S00741,U00741,free,07/02/2023,14/02/2023,canceled
S00742,U00742,free,05-11-2023,08-09-2023,canceled
S00743,U00743,free,2023/03/21,2024-03-20,canceled
S00744,U00744,pro,26/01/2023,2023-07-25,canceled
S00745,U00745,free,2023/03/25,2024-03-24,canceled
S00746,U00746,free,2023-05-07,05/08/2023,canceled
S00747,U00747,pro,2023-09-22,2023-12-21,canceled
S00748,U00748,free,2023-05-10,2023-05-17,canceled
S00749,U00749,free,2023-03-20,18/06/2023,canceled
S00750,U00750,free,2024/06/25,,active
S00751,U00751,free,05-29-2024,06-05-2024,canceled
S00752,U00752,pro,10/02/2023,03-12-2023,canceled
S00753,U00753,free,30/04/2023,2023-05-14,canceled
S00754,U00754,free,05-30-2024,2024-06-29,canceled
S00755,U00755,free,19/03/2023,2023-04-18,canceled
S00756,U00756,basic,04-02-2023,29/09/2023,canceled
S00757,U00757,free,2024-05-28,2024/06/11,canceled
S00758,U00758,basic,26/05/2023,2023-08-24,canceled
S00759,U00759,free,2023/12/14,2023-12-11,canceled
S00760,U00760,free,07-25-2023,2023-08-01,canceled
S00761,U00761,free,04-29-2023,2023/05/06,canceled
S00762,U00762,pro,2023-03-09,05/09/2023,canceled
S00763,U00763,pro,2024/04/04,2024/04/11,canceled
S00764,U00764,basic,02-22-2024,03-07-2024,canceled
S00765,U00765,free,2024-01-06,2024-02-05,canceled
S00766,U00766,basic,25/01/2024,,active
S00767,U00767,basic,05/04/2023,2023-07-04,canceled
S00768,U00768,free,2023/06/15,2023/09/13,canceled
S00769,U00769,free,2023/11/25,2024/02/23,canceled
S00770,U00770,free,23/02/2023,2023/03/02,canceled
S00771,U00771,free,2024/03/05,12/03/2024,canceled
S00772,U00772,free,2023-01-10,2023/01/24,canceled
S00773,U00773,pro,2023-03-30,26/09/2023,canceled
S00774,U00774,free,03-24-2023,03-23-2024,canceled
S00775,U00775,free,02-21-2024,2024-02-28,canceled
S00776,U00776,basic,10-26-2023,,active
S00777,U00777,free,01-30-2023,02-06-2023,canceled
S00778,U00778,free,26/04/2024,,active
S00779,U00779,pro,2023-02-01,2023/05/02,canceled
S00780,U00780,free,02-10-2023,17/02/2023,canceled
S00781,U00781,free,2023-01-18,04-18-2023,canceled
S00782,U00782,free,01-18-2024,,active
S00783,U00783,free,2023/06/29,2023-07-13,canceled
S00784,U00784,pro,2023-09-07,2024-03-05,canceled
S00785,U00785,free,2023/05/26,09/06/2023,canceled
S00786,U00786,free,2024-02-06,,active
S00787,U00787,free,2023/02/21,2023-02-28,canceled
S00788,U00788,basic,02-13-2024,2024/05/13,canceled
S00789,U00789,free,2023/05/30,29/06/2023,canceled
S00790,U00790,free,2023-01-28,04-28-2023,canceled
S00791,U00791,pro,2023-08-01,2023/08/15,canceled
S00792,U00792,free,2024/05/10,,active
S00793,U00793,free,17/10/2023,15/01/2024,canceled
S00794,U00794,basic,2024-01-06,2024/04/05,canceled
S00795,U00795,free,2023-05-09,2023/05/23,canceled
S00796,U00796,pro,08-10-2023,11-08-2023,canceled
S00797,U00797,pro,2024-03-21,2024-03-17,canceled
S00798,U00798,free,06-11-2024,,active
S00799,U00799,free,2024/02/05,,active
S00800,U00800,free,06/01/2024,2024/01/20,canceled
S00801,U00801,pro,04-12-2024,,active
S00802,U00802,free,2024-04-18,25/04/2024,canceled
S00803,U00803,free,29/09/2023,03-27-2024,canceled
S00804,U00804,pro,23/08/2023,2023-09-06,canceled
S00805,U00805,free,2024-03-31,2024/04/30,canceled
S00806,U00806,basic,03-12-2024,,active
S00807,U00807,free,12/01/2024,,active
S00808,U00808,basic,2023-08-05,02-01-2024,canceled
S00809,U00809,pro,2023-05-29,2023-06-05,canceled
S00810,U00810,free,30/05/2024,06-06-2024,canceled
S00811,U00811,free,25/05/2024,,active
S00812,U00812,free,2024/03/21,,active
S00813,U00813,pro,06-17-2024,,active
S00814,U00814,free,2024-01-31,,active
S00815,U00815,basic,2023-08-19,2024-02-15,canceled
S00816,U00816,pro,24/05/2023,2023-08-22,canceled
S00817,U00817,free,2023-06-23,2024-06-22,canceled
S00818,U00818,free,2023-11-23,30/11/2023,canceled
S00819,U00819,free,05-07-2024,14/05/2024,canceled
S00820,U00820,free,01-02-2024,,active
S00821,U00821,free,06-13-2024,27/06/2024,canceled
S00822,U00822,free,2023-04-30,2023/10/27,canceled
S00823,U00823,free,2024/03/20,2024/04/03,canceled
S00824,U00824,pro,2023-05-19,11-15-2023,canceled
S00825,U00825,free,2023/12/19,2023-12-26,canceled
S00826,U00826,free,2024/01/16,,active
S00827,U00827,free,2023-04-13,2024/04/12,canceled
S00828,U00828,free,2023-11-11,25/11/2023,canceled
S00829,U00829,free,2023-01-31,2023-02-14,canceled
S00830,U00830,free,11/01/2023,04-11-2023,canceled
S00831,U00831,free,2024-05-02,16/05/2024,canceled
S00832,U00832,free,2023/09/02,2023-10-02,canceled
S00833,U00833,basic,2023-05-11,10/06/2023,canceled
S00834,U00834,pro,2023-12-22,2023-12-29,canceled
S00835,U00835,free,04-16-2023,2023-04-30,canceled
S00836,U00836,free,11/05/2023,05-10-2024,canceled
S00837,U00837,pro,04-13-2023,2023-04-20,canceled
S00838,U00838,free,04-06-2023,2023/05/06,canceled
S00839,U00839,free,2023/10/20,11-03-2023,canceled
S00840,U00840,basic,2024-05-30,2024/06/29,canceled
S00841,U00841,basic,2024-06-21,,active
S00842,U00842,free,07/04/2023,04/10/2023,canceled
S00843,U00843,free,2023-06-11,2024-06-10,canceled
S00844,U00844,free,08-22-2023,2023-08-29,canceled
S00845,U00845,free,19/04/2023,16/10/2023,canceled
S00846,U00846,free,2023/08/08,2023/08/15,canceled
S00847,U00847,basic,2024/04/20,,active
S00848,U00848,pro,10-07-2023,2024-04-04,canceled
S00849,U00849,free,02/02/2023,09/02/2023,canceled
S00850,U00850,basic,2023-09-14,,active
S00851,U00851,basic,03-28-2023,2024-03-27,canceled
S00852,U00852,free,04-28-2023,07-27-2023,canceled
S00853,U00853,free,22/03/2023,29/03/2023,canceled
S00854,U00854,basic,22/12/2023,,active
S00855,U00855,free,2023-01-31,02-07-2023,canceled
S00856,U00856,free,27/11/2023,2024/02/25,canceled
S00857,U00857,free,05-31-2024,,active
S00858,U00858,free,2023/12/08,15/12/2023,canceled
S00859,U00859,free,2023-10-19,11-02-2023,canceled
S00860,U00860,free,09/11/2023,02-07-2024,canceled
S00861,U00861,free,2024/06/21,,active
S00862,U00862,free,2023-03-29,27/06/2023,canceled
S00863,U00863,free,05-04-2023,2023-06-03,canceled
S00864,U00864,free,2023-10-08,2024/01/06,canceled
S00865,U00865,free,01-13-2024,27/01/2024,canceled
S00866,U00866,free,07/02/2023,2023-03-09,canceled
S00867,U00867,free,06/06/2024,,active
S00868,U00868,free,15/07/2023,2023/07/22,canceled
S00869,U00869,pro,04-28-2023,27/07/2023,canceled
S00870,U00870,pro,2023/01/10,07-09-2023,canceled
S00871,U00871,free,2023-03-01,2023-08-28,canceled
S00872,U00872,free,16/09/2023,14/03/2024,canceled
S00873,U00873,free,2023/11/10,2023/11/24,canceled
S00874,U00874,basic,2023/12/14,01-13-2024,canceled
S00875,U00875,free,2024-01-24,2024/02/07,canceled
S00876,U00876,free,2024/05/24,,active
S00877,U00877,pro,2024-05-12,,active
S00878,U00878,free,25/05/2024,,active
S00879,U00879,basic,2023-12-19,,active
S00880,U00880,pro,20/12/2023,2024/06/17,canceled
S00881,U00881,free,01-04-2023,2023/01/18,canceled
S00882,U00882,free,2024/03/01,2024-03-31,canceled
S00883,U00883,basic,01-20-2024,,active
S00884,U00884,free,02/06/2023,2023/07/02,canceled
S00885,U00885,free,2023/12/22,01-21-2024,canceled
S00886,U00886,free,2023-02-07,02-14-2023,canceled
S00887,U00887,free,2024-04-03,2024-04-10,canceled
S00888,U00888,free,17/02/2024,,active
S00889,U00889,pro,2024/02/01,02/03/2024,canceled
S00890,U00890,free,10/04/2023,04-24-2023,canceled
S00891,U00891,basic,11-24-2023,2024-02-22,canceled
S00892,U00892,basic,03/08/2023,09-02-2023,canceled
S00893,U00893,free,04-14-2023,28/04/2023,canceled
S00894,U00894,free,29/06/2024,,active
S00895,U00895,free,06-07-2023,06-14-2023,canceled
S00896,U00896,free,2024/06/18,,active
S00897,U00897,free,11/05/2024,2024-05-18,canceled
S00898,U00898,basic,03-13-2024,,active
S00899,U00899,free,2024-06-09,,active
S00900,U00900,basic,2023/01/11,2023/01/25,canceled
S00901,U00901,pro,04-23-2023,2023-04-30,canceled
S00902,U00902,free,2023-08-12,2023-09-11,canceled
S00903,U00903,free,22/06/2024,,active
S00904,U00904,free,08/10/2023,06/01/2024,canceled
S00905,U00905,free,2024/05/18,,active
S00906,U00906,free,2023-10-24,2023-10-19,canceled
S00907,U00907,free,2024/03/04,2024/04/03,canceled
S00908,U00908,free,07/06/2023,21/06/2023,canceled
S00909,U00909,pro,2024-05-09,2024/06/08,canceled
S00910,U00910,free,04/04/2024,11/04/2024,canceled
S00911,U00911,free,06-02-2023,07-02-2023,canceled
S00912,U00912,basic,2023/05/28,2023/08/26,canceled
S00913,U00913,free,2023-10-20,19/11/2023,canceled
S00914,U00914,free,2023/04/12,2023-04-09,canceled
S00915,U00915,free,2023/09/15,,active
S00916,U00916,free,04-08-2024,22/04/2024,canceled
S00917,U00917,pro,01-19-2024,18/04/2024,canceled
S00918,U00918,basic,09-06-2023,05/12/2023,canceled
S00919,U00919,pro,2024/01/30,2024/02/29,canceled
S00920,U00920,pro,01/10/2023,03-29-2024,canceled
S00921,U00921,free,2023/09/17,,active
S00922,U00922,free,2024-03-12,,active
S00923,U00923,free,01/04/2023,31/03/2024,canceled
S00924,U00924,free,2024/05/13,,active
S00925,U00925,basic,2024-06-14,,active
S00926,U00926,free,10-28-2023,27/11/2023,canceled
S00927,U00927,free,21/01/2023,04/02/2023,canceled
S00928,U00928,free,2023/12/14,13/03/2024,canceled
S00929,U00929,basic,06/09/2023,2023-09-20,canceled
S00930,U00930,free,2024/02/22,,active
S00931,U00931,basic,13/06/2023,2023/09/11,canceled
S00932,U00932,pro,24/03/2023,03-23-2024,canceled
S00933,U00933,basic,2024-05-18,,active
S00934,U00934,free,2023/01/19,2023-07-18,canceled
S00935,U00935,free,03-11-2023,04-10-2023,canceled
S00936,U00936,free,2024-03-10,03-17-2024,canceled
S00937,U00937,free,05-13-2024,,active
S00938,U00938,free,2024/06/28,,active
S00939,U00939,pro,08-15-2023,2024/02/11,canceled
S00940,U00940,free,2023-08-07,08-14-2023,canceled
S00941,U00941,free,2024-05-28,,active
S00942,U00942,free,2024-02-28,,active
S00943,U00943,pro,2024-06-11,,active
S00944,U00944,free,2023/01/10,2023/02/09,canceled
S00945,U00945,free,2023/02/02,09/02/2023,canceled
S00946,U00946,basic,2024/02/24,2024/03/02,canceled
S00947,U00947,free,2023/09/26,2023-12-25,canceled
S00948,U00948,free,05-08-2023,07/05/2024,canceled
S00949,U00949,free,02/03/2024,2024-03-09,canceled
S00950,U00950,free,07/10/2023,2023-11-06,canceled
S00951,U00951,basic,2023-02-24,03-03-2023,canceled
S00952,U00952,free,05-29-2024,,active
S00953,U00953,free,2024-03-16,2024-04-15,canceled
S00954,U00954,free,13/05/2023,05-20-2023,canceled
S00955,U00955,free,10-08-2023,,active
S00956,U00956,pro,2023-12-12,2024-03-11,canceled
S00957,U00957,free,2024-03-05,06-03-2024,canceled
S00958,U00958,free,19/04/2023,10-16-2023,canceled
S00959,U00959,free,03/05/2024,,active
S00960,U00960,basic,2024-01-31,,active
S00961,U00961,free,2024-04-03,04-17-2024,canceled
S00962,U00962,free,2024/02/29,2024/03/14,canceled
S00963,U00963,free,2023-10-12,2023/10/19,canceled
S00964,U00964,free,04-14-2023,2023-05-14,canceled
S00965,U00965,basic,01-10-2023,2024-01-10,canceled
S00966,U00966,basic,2024-02-06,2024-05-06,canceled
S00967,U00967,free,2024/01/13,,active
S00968,U00968,free,2023/07/02,01/08/2023,canceled
S00969,U00969,free,2023-02-03,02-10-2023,canceled
S00970,U00970,pro,12-22-2023,2024-01-21,canceled
S00971,U00971,free,2023-03-24,2023-04-07,canceled
S00972,U00972,free,2023/07/26,09/08/2023,canceled
S00973,U00973,free,2023/10/21,10-28-2023,canceled
S00974,U00974,free,02-08-2024,2024-02-15,canceled
S00975,U00975,basic,10-04-2023,03/11/2023,canceled
S00976,U00976,basic,15/04/2024,15/05/2024,canceled
S00977,U00977,free,30/06/2023,2023-09-28,canceled
S00978,U00978,basic,2023-06-15,12/12/2023,canceled
S00979,U00979,pro,04-13-2024,,active
S00980,U00980,free,2023/03/30,2023-04-29,canceled
S00981,U00981,free,2023/06/13,06-20-2023,canceled
S00982,U00982,free,01-19-2023,07-18-2023,canceled
S00983,U00983,free,2023-02-01,07-31-2023,canceled
S00984,U00984,free,2023-05-10,2023-05-24,canceled
S00985,U00985,basic,04-11-2024,,active
S00986,U00986,pro,2023/03/09,08/03/2024,canceled
S00987,U00987,basic,2024/01/12,19/01/2024,canceled
S00988,U00988,free,2024-03-28,,active
S00989,U00989,free,13/05/2023,06-12-2023,canceled
S00990,U00990,pro,04-09-2024,,active
S00991,U00991,free,2023/10/28,26/01/2024,canceled
S00992,U00992,basic,04-28-2023,2023-07-27,canceled
S00993,U00993,basic,24/04/2024,24/05/2024,canceled
S00994,U00994,pro,03-14-2023,10/09/2023,canceled
S00995,U00995,free,12/06/2024,2024/06/26,canceled
S00996,U00996,free,27/06/2024,,active
S00997,U00997,pro,2023-10-24,2023/11/07,canceled
S00998,U00998,free,2023-11-27,25/05/2024,canceled
S00999,U00999,free,09/03/2023,03-08-2024,canceled
S01000,U01000,free,07-22-2023,07-29-2023,canceled
S01001,U01001,free,02-10-2024,2024-02-17,canceled
S01002,U01002,pro,2024/06/19,,active
S01003,U01003,free,25/03/2023,2023-06-23,canceled
S01004,U01004,pro,2024/06/14,,active
S01005,U01005,free,2024-03-05,03-12-2024,canceled
S01006,U01006,free,01-12-2024,2024/01/26,canceled
S01007,U01007,free,07/11/2023,2024-02-05,canceled
S01008,U01008,free,06-29-2023,2023-07-29,canceled
S01009,U01009,free,16/06/2023,30/06/2023,canceled
S01010,U01010,free,05-06-2023,05/05/2024,canceled
S01011,U01011,free,2024-04-11,11/05/2024,canceled
S01012,U01012,free,2023-06-22,21/06/2024,canceled
S01013,U01013,free,2023/10/26,2023/11/09,canceled
S01014,U01014,free,2024/04/10,2024-04-24,canceled
S01015,U01015,pro,2023-12-08,01-07-2024,canceled
S01016,U01016,pro,06-01-2023,2023-11-28,canceled
S01017,U01017,free,04-23-2024,2024-05-07,canceled
S01018,U01018,pro,05/07/2023,10-03-2023,canceled
S01019,U01019,basic,2023-08-05,,active
S01020,U01020,free,02-09-2024,23/02/2024,canceled
S01021,U01021,free,29/09/2023,03-27-2024,canceled
S01022,U01022,free,20/12/2023,,active
S01023,U01023,free,2023-05-16,15/06/2023,canceled
S01024,U01024,free,01-27-2024,26/02/2024,canceled
S01025,U01025,free,24/02/2024,,active
S01026,U01026,basic,10-22-2023,2024/01/20,canceled
S01027,U01027,free,2023/09/22,09-29-2023,canceled
S01028,U01028,pro,2024/01/11,10/02/2024,canceled
S01029,U01029,pro,2024/05/09,23/05/2024,canceled
S01030,U01030,pro,10-03-2023,2024-03-31,canceled
S01031,U01031,free,07-12-2023,2024-01-08,canceled
S01032,U01032,free,2023/03/02,2023/03/16,canceled
S01033,U01033,free,2023-10-02,10-16-2023,canceled
S01034,U01034,free,2024-06-15,22/06/2024,canceled
S01035,U01035,pro,2023-07-28,2024-01-24,canceled
S01036,U01036,basic,04-25-2024,,active
S01037,U01037,basic,04-06-2023,13/04/2023,canceled
S01038,U01038,free,21/04/2024,,active
S01039,U01039,free,16/10/2023,,active
S01040,U01040,free,2024-01-17,,active
S01041,U01041,basic,2023-11-08,2023/11/22,canceled
S01042,U01042,free,2024-02-26,04/03/2024,canceled
S01043,U01043,free,22/12/2023,2024/06/19,canceled
S01044,U01044,basic,2023-01-11,2024/01/11,canceled
