session_id,user_id,session_start,session_end,session_duration_seconds
SES0002996,U00271,09/12/2023 16:50,09/12/2023 17:16,1554
SES0002997,U00271,2023-12-12T03:18:33Z,12/12/2023 03:22,238
SES0002998,U00271,2023-12-04 15:17:34,2023-12-04 15:35:48,1094
SES0002999,U00271,07/12/2023 15:10,07/12/2023 15:10,27
SES0003000,U00271,2023-12-05T02:23:52Z,2023-12-07 20:57:23,239611
SES0003001,U00271,2023-12-04 14:36:12,04/12/2023 15:01,1544
SES0003002,U00271,2023-12-06T14:04:15Z,2023-12-06 14:11:48,453
SES0003003,U00271,06/12/2023 12:27,2023-12-06T12:32:11Z,271
SES0003004,U00271,10/12/2023 22:11,10/12/2023 22:16,314
SES0003005,U00272,2023-12-29T17:49:00Z,29/12/2023 17:51,167
SES0003006,U00272,24/12/2023 00:53,24/12/2023 00:53,18
SES0003007,U00272,2024-01-01T06:37:07Z,2024-01-01T06:37:37Z,30
SES0003008,U00272,2023-12-27 06:07:33,2023-12-27 06:09:42,129
SES0003009,U00272,2023-12-20T17:28:07Z,2023-12-20T17:31:24Z,197
SES0003010,U00272,26/12/2023 02:20,28/12/2023 11:10,204597
SES0003011,U00272,2023-12-22 19:40:18,22/12/2023 19:47,439
SES0003012,U00272,2023-12-21T09:54:29Z,2023-12-21 09:57:01,152
SES0003013,U00272,2023-12-22T04:59:14Z,2023-12-22 04:59:48,
SES0003014,U00272,30/12/2023 05:32,2023-12-30 05:33:22,28
SES0003015,U00273,2023-10-28 20:11:05,2023-10-28T20:14:37Z,212
SES0003016,U00273,2023-09-20 15:49:14,2023-09-20 15:52:09,175
SES0003017,U00274,2024-03-20T09:33:47Z,2024-03-20T09:36:11Z,144
SES0003018,U00274,24/01/2024 03:05,2024-01-24 03:06:08,13
SES0003019,U00274,2023-10-29 08:04:42,2023-10-29T08:07:02Z,140
SES0003020,U00274,2023-10-27 16:27:07,2023-10-27T16:29:51Z,164
SES0003021,U00274,20/10/2023 00:08,2023-10-20 00:09:27,35
SES0003022,U00274,2024-05-25T21:02:37Z,25/05/2024 21:11,560
SES0003023,U00274,2024-01-07T20:45:13Z,2024-01-07 20:45:13,0
SES0003024,U00274,2023-11-24T10:43:27Z,24/11/2023 10:45,116
SES0003025,U00274,2024-02-04T00:59:21Z,2024-02-04 01:01:41,140
SES0003026,U00274,2024-04-25T20:35:20Z,2024-04-25 20:50:00,880
SES0003027,U00275,2023-05-31T06:51:34Z,2023-05-31T06:55:26Z,232
SES0003028,U00275,18/03/2023 12:19,18/03/2023 12:28,573
SES0003029,U00275,14/05/2023 21:59,14/05/2023 22:08,562
SES0003030,U00275,2023-05-10T12:46:44Z,10/05/2023 12:52,327
SES0003031,U00275,2023-05-27T14:03:45Z,2023-05-27T14:06:05Z,140
SES0003032,U00275,2023-05-13T02:04:04Z,2023-05-13T02:07:59Z,235
SES0003033,U00275,2023-06-04 19:52:44,2023-06-04 19:54:40,116
SES0003034,U00275,08/04/2023 16:28,08/04/2023 16:28,
SES0003035,U00275,16/04/2023 22:25,2023-04-16T22:26:56Z,81
SES0003036,U00275,22/03/2023 16:13,2023-03-22T16:15:13Z,106
SES0003037,U00275,2023-03-29 21:48:26,2023-03-29T21:49:15Z,N/A
SES0003038,U00275,2023-06-11T03:09:09Z,11/06/2023 03:26,1039
SES0003039,U00275,2023-06-07T11:48:48Z,2023-06-07 11:52:40,232
SES0003040,U00275,2023-03-19 19:59:22,2023-03-19 20:01:10,108
SES0003041,U00275,2023-03-26T23:10:01Z,29/03/2023 13:49,225546
SES0003042,U00275,2023-04-23 08:20:39,23/04/2023 08:22,122
SES0003043,U00275,2023-05-04 20:37:00,04/05/2023 20:38,88
SES0003044,U00275,28/04/2023 21:22,2023-04-28 21:30:57,504
SES0003045,U00275,14/05/2023 17:30,2023-05-14T17:30:55Z,7
SES0003046,U00275,2023-05-09T14:21:08Z,2023-05-09T14:37:54Z,1006
SES0003047,U00276,2023-05-02T17:25:37Z,02/05/2023 17:34,511
SES0003048,U00276,2023-04-16 23:58:22,2023-04-17T00:13:24Z,902
SES0003049,U00277,2024-06-14T19:13:53Z,2024-06-14T19:14:04Z,11
SES0003050,U00277,20/06/2024 17:27,2024-06-20 17:34:07,418
SES0003051,U00277,2024-06-23T02:30:52Z,2024-06-23T02:36:56Z,
SES0003052,U00277,2024-06-08 05:27:59,2024-06-08 05:28:43,44
SES0003053,U00277,29/06/2024 23:29,2024-06-29 23:33:00,213
SES0003054,U00277,2024-06-19T14:50:40Z,2024-06-19 14:52:48,128
SES0003055,U00277,17/06/2024 19:19,2024-06-17 19:21:35,142
SES0003056,U00277,08/06/2024 13:54,08/06/2024 14:03,500
SES0003057,U00277,10/06/2024 08:01,2024-06-10 08:04:38,193
SES0003058,U00277,2024-06-12 08:41:00,2024-06-12T08:44:12Z,192
SES0003059,U00277,2024-06-19 03:42:12,2024-06-19 03:43:28,76
SES0003060,U00277,2024-06-08T22:55:46Z,08/06/2024 23:01,370
SES0003061,U00277,2024-06-23 02:17:05,23/06/2024 02:21,291
SES0003062,U00277,2024-06-23T11:07:25Z,2024-06-23 11:15:30,485
SES0003063,U00277,2024-06-07T05:30:51Z,2024-06-07T05:33:11Z,140
SES0003064,U00277,2024-06-18T10:06:50Z,2024-06-18 10:06:50,0
SES0003065,U00277,21/06/2024 04:57,21/06/2024 05:05,456
SES0003066,U00277,2024-06-24 08:45:39,2024-06-24 08:46:51,72
SES0003067,U00277,2024-06-26T03:26:17Z,2024-06-26 03:28:11,114
SES0003068,U00277,2024-06-10T04:36:14Z,2024-06-10 04:45:50,576
SES0003069,U00279,25/03/2023 00:19,2023-03-25 00:20:48,68
SES0003070,U00280,2024-03-11 07:48:38,2024-03-11T07:53:26Z,288
SES0003071,U00280,12/03/2024 01:20,12/03/2024 01:30,583
SES0003072,U00280,16/03/2024 19:07,2024-03-16T19:11:22Z,224
SES0003073,U00280,2024-03-11T06:36:56Z,2024-03-11 06:46:50,594
SES0003074,U00280,2024-03-11T03:59:40Z,2024-03-11 04:03:49,249
SES0003075,U00280,12/03/2024 08:00,12/03/2024 08:13,799
SES0003076,U00280,2024-03-11 04:13:19,11/03/2024 04:19,N/A
SES0003077,U00280,2024-03-15 02:33:41,2024-03-15T02:35:03Z,82
SES0003078,U00280,10/03/2024 04:09,2024-03-10 04:16:59,472
SES0003079,U00280,2024-03-10T03:53:48Z,2024-03-10T03:56:45Z,177
SES0003080,U00283,2023-09-28T20:38:58Z,2023-09-28T20:41:51Z,173
SES0003081,U00283,2024-02-10 11:22:07,2024-02-10T11:25:22Z,195
SES0003082,U00283,2023-09-11T03:22:11Z,2023-09-11T03:32:30Z,619
SES0003083,U00283,2023-11-28T18:08:05Z,2023-11-28 18:09:17,72
SES0003084,U00283,2023-12-20T07:42:29Z,2023-12-20T07:53:27Z,658
SES0003085,U00283,2023-10-28T20:33:56Z,2023-10-28 20:38:17,261
SES0003086,U00283,13/01/2024 14:29,2024-01-13T14:36:17Z,396
SES0003087,U00283,2024-01-04T04:33:42Z,2024-01-04 04:34:55,73
SES0003088,U00283,2023-10-15T13:21:31Z,2023-10-15T13:21:52Z,21
SES0003089,U00283,11/10/2023 22:14,2023-10-11 22:14:59,36
SES0003090,U00283,2024-01-05 15:59:44,2024-01-05T16:03:07Z,203
SES0003091,U00283,2023-12-31 13:07:04,2023-12-31T13:07:47Z,43
SES0003092,U00283,2024-02-12T15:52:50Z,2024-02-12 16:06:29,819
SES0003093,U00283,2024-01-03T14:55:32Z,2024-01-03 14:55:57,25
SES0003094,U00283,2023-10-22T08:50:25Z,2023-10-22 08:51:56,91
SES0003095,U00283,29/11/2023 21:17,29/11/2023 21:22,253
SES0003096,U00283,2023-12-21T23:10:28Z,21/12/2023 23:10,6
SES0003097,U00283,2023-11-05 07:14:54,2023-11-05 08:06:03,3069
SES0003098,U00283,16/12/2023 05:53,16/12/2023 05:56,198
SES0003099,U00283,2024-02-13 18:49:39,2024-02-13T18:49:51Z,12
SES0003100,U00285,2023-03-18T12:49:19Z,2023-03-18T12:49:19Z,0
SES0003101,U00285,2023-03-14T03:51:46Z,2023-03-14 03:55:17,211
SES0003102,U00285,2023-03-17 13:27:29,2023-03-17T13:28:32Z,63
SES0003103,U00285,14/03/2023 11:35,2023-03-14 11:36:37,79
SES0003104,U00285,18/03/2023 08:43,18/03/2023 08:51,495
SES0003105,U00285,2023-03-17 12:07:56,17/03/2023 12:10,132
SES0003106,U00285,2023-03-19T08:00:16Z,2023-03-19 08:00:16,0
SES0003107,U00285,2023-03-14T10:45:48Z,2023-03-14 11:19:25,2017
SES0003108,U00285,20/03/2023 03:03,20/03/2023 03:04,61
SES0003109,U00285,2023-03-17 00:34:57,2023-03-17T00:35:07Z,10
SES0003110,U00285,19/03/2023 19:51,2023-03-19T19:53:13Z,94
SES0003111,U00285,18/03/2023 08:53,18/03/2023 08:58,310
SES0003112,U00285,20/03/2023 04:35,2023-03-20T04:37:49Z,138
SES0003113,U00285,2023-03-17T05:11:32Z,17/03/2023 05:13,95
SES0003114,U00285,20/03/2023 04:10,2023-03-20 04:11:41,66
SES0003115,U00285,17/03/2023 23:48,2023-03-17T23:52:58Z,259
SES0003116,U00285,2023-03-15T06:50:48Z,15/03/2023 07:02,679
SES0003117,U00285,2023-03-18 10:00:52,2023-03-18T10:04:54Z,242
SES0003118,U00285,2023-03-16T07:37:08Z,2023-03-16 07:41:49,281
SES0003119,U00285,2023-03-15 07:26:28,15/03/2023 07:31,300
SES0003120,U00285,2023-03-14T15:01:48Z,2023-03-14 15:12:49,661
SES0003121,U00285,19/03/2023 07:43,2023-03-19T07:43:57Z,48
SES0003122,U00285,2023-03-16T11:51:16Z,2023-03-16 12:01:12,596
SES0003123,U00285,20/03/2023 03:16,20/03/2023 03:18,112
SES0003124,U00285,2023-03-18 15:35:08,2023-03-18T15:35:42Z,34
SES0003125,U00285,2023-03-19T00:39:42Z,2023-03-19 00:43:08,206
SES0003126,U00285,14/03/2023 08:04,14/03/2023 08:10,
SES0003127,U00285,14/03/2023 18:05,2023-03-14T18:05:54Z,20
SES0003128,U00285,2023-03-18 10:59:56,2023-03-18T11:29:09Z,1753
SES0003129,U00285,2023-03-16 01:40:55,2023-03-16 01:42:57,122
SES0003130,U00285,2023-03-20 07:31:26,2023-03-20T07:35:37Z,251
SES0003131,U00285,2023-03-17 04:12:51,2023-03-17T04:13:33Z,42
SES0003132,U00285,2023-03-16 04:45:23,2023-03-16T04:46:41Z,78
SES0003133,U00285,2023-03-19T15:30:28Z,19/03/2023 15:31,81
SES0003134,U00285,2023-03-16 10:35:33,2023-03-16 10:35:44,11
SES0003135,U00285,20/03/2023 08:49,2023-03-20 08:49:57,48
SES0003136,U00285,16/03/2023 12:28,2023-03-16 12:29:41,68
SES0003137,U00285,2023-03-16T23:32:50Z,2023-03-16T23:38:09Z,319
SES0003138,U00285,2023-03-20T00:16:20Z,2023-03-20 00:17:08,48
SES0003139,U00285,2023-03-18T06:14:14Z,18/03/2023 06:15,N/A
SES0003140,U00287,2023-09-05T10:33:10Z,05/09/2023 10:34,
SES0003141,U00287,2023-09-07 18:09:13,2023-09-07 18:09:43,30
SES0003142,U00287,2023-09-08 11:09:19,2023-09-08 11:10:41,82
SES0003143,U00287,2023-09-08T12:05:48Z,2023-09-08 12:06:12,24
SES0003144,U00287,2023-09-07T07:32:18Z,07/09/2023 07:33,98
SES0003145,U00287,2023-09-07 02:16:23,2023-09-07 02:23:24,421
SES0003146,U00287,2023-09-10T09:06:52Z,2023-09-10 09:12:46,354
SES0003147,U00287,2023-09-13 04:27:51,13/09/2023 04:34,N/A
SES0003148,U00287,08/09/2023 02:43,08/09/2023 02:43,0
SES0003149,U00287,2023-09-11 12:10:09,2023-09-11T12:11:42Z,93
SES0003150,U00287,2023-09-11 15:41:28,2023-09-11 15:52:35,667
SES0003151,U00287,2023-09-09T00:37:49Z,2023-09-09 00:37:49,0
SES0003152,U00287,02/09/2023 21:39,2023-09-02T21:41:06Z,98
SES0003153,U00287,2023-09-03 21:44:57,2023-09-03 22:20:06,2109
SES0003154,U00287,2023-09-15 06:59:33,15/09/2023 07:01,116
SES0003155,U00287,02/09/2023 01:09,2023-09-02T01:13:16Z,247
SES0003156,U00287,2023-09-05 18:59:34,2023-09-05 19:00:34,60
SES0003157,U00287,2023-09-02 15:51:44,02/09/2023 15:54,170
SES0003158,U00287,2023-09-03 11:45:06,2023-09-03 11:59:35,869
SES0003159,U00287,09/09/2023 19:59,09/09/2023 20:00,60
SES0003160,U00287,08/09/2023 22:32,2023-09-08 22:35:39,213
SES0003161,U00287,2023-09-15 09:27:45,15/09/2023 09:28,24
SES0003162,U00287,2023-09-03 07:53:38,03/09/2023 07:54,78
SES0003163,U00287,2023-09-06T12:56:47Z,06/09/2023 12:59,191
SES0003164,U00287,2023-09-13 00:59:18,2023-09-13 00:59:33,15
SES0003165,U00287,2023-09-08 18:44:27,2023-09-08 18:46:12,105
SES0003166,U00287,2023-09-14 16:06:45,2023-09-14 16:10:48,243
SES0003167,U00287,2023-09-10T04:48:45Z,10/09/2023 04:51,183
SES0003168,U00287,03/09/2023 00:40,2023-09-03 01:10:31,1782
SES0003169,U00287,2023-09-06T12:04:33Z,2023-09-06T12:07:37Z,184
SES0003170,U00288,2023-09-22T10:01:02Z,2023-09-22T10:05:38Z,276
SES0003171,U00288,2023-04-25T11:12:27Z,2023-04-25 11:13:40,73
SES0003172,U00288,2023-05-02 11:27:26,2023-05-02T11:32:57Z,331
SES0003173,U00289,09/06/2024 12:36,09/06/2024 12:36,37
SES0003174,U00289,2024-06-22 20:16:18,2024-06-22 20:17:35,77
SES0003175,U00289,2024-06-13 09:58:00,2024-06-13T09:58:00Z,0
SES0003176,U00289,19/06/2024 13:49,2024-06-19T13:53:16Z,201
SES0003177,U00289,24/06/2024 07:03,2024-06-24T07:08:25Z,277
SES0003178,U00289,2024-06-18T05:50:45Z,2024-06-18 05:54:39,234
SES0003179,U00289,2024-06-27T02:44:22Z,2024-06-27 02:48:46,264
SES0003180,U00289,28/06/2024 07:41,2024-06-28 07:41:47,13
SES0003181,U00289,2024-06-24T20:36:01Z,2024-06-24T20:37:36Z,95
SES0003182,U00289,09/06/2024 15:14,2024-06-09 15:22:26,464
SES0003183,U00289,29/06/2024 10:07,29/06/2024 10:08,23
SES0003184,U00289,2024-06-15 13:40:03,15/06/2024 14:16,2200
SES0003185,U00289,2024-06-10 10:10:13,2024-06-10 10:11:30,77
SES0003186,U00289,2024-06-23T18:35:29Z,23/06/2024 18:52,1015
SES0003187,U00289,14/06/2024 20:15,14/06/2024 20:20,277
SES0003188,U00289,2024-06-23T05:38:21Z,23/06/2024 05:40,120
SES0003189,U00289,2024-06-16T01:12:43Z,2024-06-16 01:13:42,N/A
SES0003190,U00289,20/06/2024 04:05,20/06/2024 04:08,179
SES0003191,U00289,2024-06-21 17:05:02,2024-06-21T17:11:03Z,361
SES0003192,U00289,2024-06-21 08:40:10,2024-06-21 08:42:20,130
SES0003193,U00289,2024-06-24T23:15:03Z,2024-06-24 23:16:41,98
SES0003194,U00289,09/06/2024 17:55,2024-06-09 17:55:23,0
SES0003195,U00289,2024-06-12 03:47:02,2024-06-12 03:47:31,29
SES0003196,U00289,28/06/2024 10:27,2024-06-28T10:27:34Z,34
SES0003197,U00289,2024-06-16T16:22:23Z,2024-06-16 16:22:52,29
SES0003198,U00289,2024-06-15T11:41:53Z,15/06/2024 11:42,28
SES0003199,U00289,11/06/2024 22:09,2024-06-11 22:11:07,85
SES0003200,U00289,22/06/2024 02:30,2024-06-22 02:32:10,114
SES0003201,U00289,29/06/2024 23:54,2024-06-30 00:44:42,3004
SES0003202,U00289,2024-06-09T20:49:57Z,09/06/2024 20:51,79
SES0003203,U00289,13/06/2024 12:48,2024-06-13 12:58:23,608
SES0003204,U00289,13/06/2024 12:52,13/06/2024 12:53,40
SES0003205,U00289,2024-06-28 18:00:19,2024-06-28T18:04:39Z,260
SES0003206,U00289,23/06/2024 19:10,2024-06-23 19:12:36,103
SES0003207,U00289,2024-06-11T09:45:00Z,2024-06-11 09:49:02,242
SES0003208,U00289,2024-06-27T18:19:47Z,2024-06-27 18:24:11,264
SES0003209,U00289,2024-06-12T23:58:06Z,2024-06-12 23:59:51,105
SES0003210,U00289,21/06/2024 12:47,2024-06-21T12:51:00Z,200
SES0003211,U00289,2024-06-12 15:23:41,12/06/2024 15:29,344
SES0003212,U00289,2024-06-19T08:22:48Z,19/06/2024 08:24,81
SES0003213,U00289,2024-06-29 09:14:46,2024-06-29T09:16:50Z,124
SES0003214,U00289,2024-06-24T13:08:35Z,24/06/2024 13:20,712
SES0003215,U00289,2024-06-20 23:01:25,2024-06-20 23:03:31,126
SES0003216,U00289,2024-06-20 23:17:30,2024-06-20 23:20:03,153
SES0003217,U00289,27/06/2024 00:28,2024-06-27 00:30:52,132
SES0003218,U00289,2024-06-29 02:42:40,2024-06-29T02:42:40Z,0
SES0003219,U00289,2024-06-28T16:45:30Z,28/06/2024 16:49,269
SES0003220,U00289,2024-06-23 05:37:09,2024-06-23T05:39:13Z,124
SES0003221,U00289,14/06/2024 19:26,14/06/2024 19:33,402
SES0003222,U00289,2024-06-20 17:36:18,2024-06-20 17:37:12,54
SES0003223,U00289,2024-06-28T19:29:07Z,28/06/2024 19:33,241
SES0003224,U00289,2024-06-19 09:26:58,2024-06-19T09:26:58Z,0
SES0003225,U00289,2024-06-23T18:25:42Z,2024-06-23T18:26:27Z,45
SES0003226,U00289,23/06/2024 08:00,23/06/2024 08:59,3491
SES0003227,U00289,16/06/2024 13:32,2024-06-16 13:43:11,657
SES0003228,U00289,2024-06-19T03:22:28Z,2024-06-19 03:25:36,188
SES0003229,U00289,27/06/2024 00:13,2024-06-27T00:22:02Z,487
SES0003230,U00289,2024-06-09 08:21:28,09/06/2024 08:22,33
SES0003231,U00289,19/06/2024 13:40,2024-06-19 13:42:13,121
SES0003232,U00289,29/06/2024 01:01,29/06/2024 01:03,143
SES0003233,U00289,24/06/2024 15:31,2024-06-24 15:52:09,1254
SES0003234,U00289,13/06/2024 19:14,13/06/2024 19:16,119
SES0003235,U00289,2024-06-29T17:09:22Z,2024-06-29T17:09:29Z,7
SES0003236,U00289,20/06/2024 23:39,2024-06-22T07:16:52Z,113834
SES0003237,U00289,2024-06-10 02:04:38,2024-06-10 02:21:08,990
SES0003238,U00289,2024-06-15 01:05:54,15/06/2024 01:05,0
SES0003239,U00289,2024-06-09T05:36:33Z,09/06/2024 05:40,249
SES0003240,U00289,11/06/2024 18:16,11/06/2024 18:25,557
SES0003241,U00289,23/06/2024 13:04,2024-06-23T13:05:06Z,44
SES0003242,U00289,10/06/2024 19:37,2024-06-10 19:39:21,101
SES0003243,U00289,2024-06-19 11:22:58,2024-06-19T11:23:41Z,43
SES0003244,U00289,2024-06-18 06:16:39,2024-06-18 06:19:17,158
SES0003245,U00289,2024-06-26T04:01:35Z,2024-06-26T04:04:17Z,162
SES0003246,U00289,2024-06-14T06:32:19Z,2024-06-14 06:54:03,1304
SES0003247,U00289,2024-06-21T22:03:11Z,21/06/2024 22:03,43
SES0003248,U00289,2024-06-16 08:53:43,16/06/2024 08:54,22
SES0003249,U00289,27/06/2024 17:13,2024-06-27 17:16:32,201
SES0003250,U00289,2024-06-27T21:10:03Z,2024-06-27 21:18:33,510
SES0003251,U00289,2024-06-24 20:56:19,2024-06-24T20:56:19Z,0
SES0003252,U00289,2024-06-20T19:48:56Z,2024-06-20 19:52:32,216
SES0003253,U00290,01/05/2024 03:18,2024-05-01 03:27:09,530
SES0003254,U00290,2024-02-12T14:30:36Z,12/02/2024 14:32,119
SES0003255,U00290,2024-02-16T13:36:16Z,16/02/2024 14:35,3546
SES0003256,U00290,2024-02-28T07:48:26Z,2024-02-28T07:52:02Z,216
SES0003257,U00290,2024-03-13 18:40:24,2024-03-13T18:41:28Z,64
SES0003258,U00290,2024-02-15T15:09:44Z,2024-02-15T15:09:55Z,11
SES0003259,U00290,30/04/2024 15:03,2024-04-30T15:05:09Z,80
SES0003260,U00290,2024-04-21 11:15:35,21/04/2024 11:35,1174
SES0003261,U00290,10/02/2024 00:44,10/02/2024 00:47,170
SES0003262,U00290,10/02/2024 20:08,2024-02-10 20:08:44,36
SES0003263,U00292,23/02/2024 09:16,23/02/2024 09:25,520
SES0003264,U00292,2024-02-21 09:32:31,2024-02-21T09:35:08Z,157
SES0003265,U00294,2023-08-04T03:54:22Z,2023-08-04T03:56:06Z,104
SES0003266,U00294,06/08/2023 15:08,2023-08-06 15:17:29,523
SES0003267,U00295,24/04/2024 14:34,24/04/2024 14:38,270
SES0003268,U00295,2024-06-09T15:10:05Z,09/06/2024 15:10,43
SES0003269,U00295,29/05/2024 17:15,2024-05-29T17:16:32Z,69
SES0003270,U00295,03/04/2024 05:34,2024-04-03 05:40:55,386
SES0003271,U00295,2024-02-08 12:56:49,2024-02-08T12:59:14Z,N/A
SES0003272,U00295,17/05/2024 05:04,2024-05-17T05:05:27Z,44
SES0003273,U00295,30/05/2024 03:28,30/05/2024 03:30,128
SES0003274,U00295,14/03/2024 14:59,14/03/2024 15:12,819
SES0003275,U00295,30/05/2024 21:43,30/05/2024 21:46,200
SES0003276,U00295,28/02/2024 02:46,28/02/2024 02:59,780
SES0003277,U00295,2024-03-30T05:24:21Z,2024-03-30T05:28:21Z,240
SES0003278,U00295,2024-03-11T22:10:45Z,2024-03-11 22:14:13,208
SES0003279,U00295,28/02/2024 04:28,28/02/2024 05:03,2116
SES0003280,U00295,2024-04-10T05:30:27Z,2024-04-10 05:30:40,13
SES0003281,U00295,06/02/2024 05:11,2024-02-06 05:13:25,111
SES0003282,U00295,02/05/2024 07:29,2024-05-02T07:35:34Z,353
SES0003283,U00295,2024-05-03T12:41:02Z,2024-05-03T12:41:32Z,N/A
SES0003284,U00295,2024-05-31 14:19:23,31/05/2024 14:21,116
SES0003285,U00295,2024-02-04T18:49:34Z,07/02/2024 21:43,269607
SES0003286,U00295,2024-06-08T10:23:16Z,2024-06-08T10:31:48Z,512
SES0003287,U00295,2024-04-20 15:34:46,20/04/2024 15:35,23
SES0003288,U00295,2024-04-18T06:48:10Z,2024-04-18 06:53:09,299
SES0003289,U00295,2024-03-30 06:56:00,2024-03-30 07:02:18,378
SES0003290,U00295,2024-06-16 02:12:56,2024-06-16 02:15:42,166
SES0003291,U00295,13/05/2024 12:30,2024-05-13 12:33:59,231
SES0003292,U00295,2024-03-24T08:02:08Z,2024-03-24T08:13:12Z,664
SES0003293,U00295,2024-04-16 19:18:42,16/04/2024 19:20,86
SES0003294,U00295,2024-04-23T04:27:35Z,23/04/2024 04:31,218
SES0003295,U00295,18/04/2024 10:21,18/04/2024 10:22,47
SES0003296,U00295,2024-05-07 05:33:40,2024-05-07 05:35:27,107
SES0003297,U00297,2023-04-30 17:25:48,2023-04-30 17:26:53,65
SES0003298,U00297,2023-04-12 03:49:55,2023-04-12T04:02:13Z,738
SES0003299,U00297,2023-04-09 17:02:40,2023-04-09 17:10:40,480
SES0003300,U00297,16/03/2023 16:29,2023-03-16 16:37:32,481
SES0003301,U00297,2023-04-12 17:26:01,2023-04-12T17:27:01Z,60
SES0003302,U00297,2023-02-21T04:39:15Z,21/02/2023 04:40,95
SES0003303,U00297,18/07/2023 20:58,2023-07-18 21:05:10,398
SES0003304,U00297,2023-04-14 23:28:17,14/04/2023 23:29,96
SES0003305,U00297,09/07/2023 15:47,09/07/2023 15:56,543
SES0003306,U00297,2023-06-03 15:07:51,03/06/2023 15:10,158
SES0003307,U00298,2024-01-10 22:02:00,2024-01-10 22:03:24,
SES0003308,U00298,2024-02-02 05:38:03,02/02/2024 05:39,N/A
SES0003309,U00298,2023-09-30 07:15:42,2023-09-30 07:30:43,901
SES0003310,U00298,2023-12-31T06:24:15Z,31/12/2023 06:30,374
SES0003311,U00298,2023-09-12T17:38:34Z,2023-09-12 17:40:11,97
SES0003312,U00300,2024-04-27T19:09:23Z,2024-04-27 19:10:37,74
SES0003313,U00300,06/05/2024 04:19,06/05/2024 04:31,706
SES0003314,U00300,2024-05-03 15:12:38,2024-05-03 15:14:34,116
SES0003315,U00300,2024-05-27T17:20:13Z,2024-05-27 17:28:44,511
SES0003316,U00300,2024-05-07 12:08:15,2024-05-07 12:08:15,0
SES0003317,U00301,2024-04-17T14:36:58Z,2024-04-17 14:38:10,72
SES0003318,U00301,2024-06-07T01:46:41Z,2024-06-07 01:55:23,522
SES0003319,U00301,2024-03-06 05:49:49,2024-03-06 05:51:42,113
SES0003320,U00302,2024-04-16 22:20:50,2024-04-16 22:21:38,48
SES0003321,U00302,13/04/2024 04:59,2024-04-13 05:04:37,330
SES0003322,U00302,12/04/2024 08:16,2024-04-12T08:17:35Z,49
SES0003323,U00302,2024-04-14T23:08:08Z,2024-04-14 23:16:36,508
SES0003324,U00302,11/04/2024 17:01,2024-04-11T17:01:32Z,9
SES0003325,U00302,2024-04-16 14:34:06,16/04/2024 14:38,293
SES0003326,U00302,2024-04-15 00:37:25,2024-04-15T00:37:55Z,30
SES0003327,U00302,2024-04-12T19:39:04Z,12/04/2024 19:42,178
SES0003328,U00302,2024-04-10T00:28:29Z,2024-04-10T00:31:32Z,183
SES0003329,U00302,04/04/2024 18:52,2024-04-04 19:13:25,N/A
SES0003330,U00303,07/02/2024 15:30,2024-02-07T15:31:25Z,73
SES0003331,U00303,2023-10-05T17:26:03Z,2023-10-05T17:26:03Z,0
SES0003332,U00303,21/12/2023 23:28,2023-12-21T23:39:52Z,657
SES0003333,U00303,2024-01-30 13:14:38,30/01/2024 13:14,16
SES0003334,U00303,29/11/2023 13:18,2023-11-29T13:20:07Z,76
SES0003335,U00303,01/01/2024 18:04,2024-01-01T18:10:01Z,331
SES0003336,U00303,2023-09-14 01:50:16,14/09/2023 01:50,0
SES0003337,U00303,01/09/2023 18:26,2023-09-01 18:27:17,34
SES0003338,U00303,2023-12-03T23:26:56Z,2023-12-03 23:44:58,1082
SES0003339,U00303,2024-01-09T10:26:13Z,12/01/2024 15:14,276489
SES0003340,U00303,01/10/2023 02:52,01/10/2023 02:53,5
SES0003341,U00303,2023-09-14T04:59:07Z,2023-09-14T05:00:34Z,87
SES0003342,U00303,2023-12-13 06:14:23,13/12/2023 06:16,131
SES0003343,U00303,27/09/2023 06:46,2023-09-27T06:49:26Z,182
SES0003344,U00303,2023-10-14 11:21:51,2023-10-14T11:21:59Z,8
SES0003345,U00303,2023-11-17T20:55:09Z,17/11/2023 21:00,311
SES0003346,U00303,08/12/2023 05:58,08/12/2023 05:58,22
SES0003347,U00303,2023-12-29 11:43:08,29/12/2023 11:50,414
SES0003348,U00303,2023-12-06T01:11:46Z,2023-12-06 01:13:10,84
SES0003349,U00303,2024-01-22T15:05:57Z,2024-01-22T15:08:13Z,136
SES0003350,U00304,27/05/2023 15:19,2023-05-27 15:24:24,313
SES0003351,U00304,05/06/2023 11:19,2023-06-05 11:23:55,248
SES0003352,U00304,2023-05-15 03:56:45,15/05/2023 03:57,20
SES0003353,U00304,2023-06-08 07:15:09,08/06/2023 07:16,83
SES0003354,U00304,2023-05-27 11:37:47,2023-05-27T11:38:56Z,69
SES0003355,U00304,2023-05-31T14:12:01Z,31/05/2023 14:12,38
SES0003356,U00304,2023-05-17 20:55:06,2023-05-17T20:55:59Z,53
SES0003357,U00304,18/05/2023 20:51,2023-05-18 21:04:32,760
SES0003358,U00304,2023-05-12 14:09:28,2023-05-12 14:10:50,82
SES0003359,U00304,2023-05-25 03:03:03,2023-05-25 03:03:48,45
SES0003360,U00304,17/05/2023 17:21,17/05/2023 17:21,0
SES0003361,U00304,2023-05-25T16:17:01Z,2023-05-25T16:22:44Z,343
